EURUSD_date,DEbond_date,USbond_date,EUR_open,EUR_close,EUR_delta,USbond_open,USbond_close,USbond_delta,DEbond_open,DEbond_close,DEbond_delta
4/9/2010,4/2/2010,4/2/2010,1.3492,1.3499,-0.0007,3.874,3.859,0.015,3.157,3.088,0.069
4/16/2010,4/9/2010,4/9/2010,1.3625,1.3501,0.0124,3.964,3.888,0.076,3.103,3.166,-0.063
4/23/2010,4/16/2010,4/16/2010,1.3475,1.3384,0.0091,3.902,3.77,0.132,3.178,3.084,0.094
4/30/2010,4/23/2010,4/23/2010,1.3345,1.3293,0.0052,3.772,3.817,-0.045,3.071,3.061,0.01
5/7/2010,4/30/2010,4/30/2010,1.3329,1.2748,0.0581,3.796,3.663,0.133,3.064,3.017,0.047
5/14/2010,5/7/2010,5/7/2010,1.2934,1.2357,0.0577,3.695,3.429,0.266,3.021,2.797,0.224
5/21/2010,5/14/2010,5/14/2010,1.2349,1.2571,-0.0222,3.575,3.442,0.133,2.919,2.86,0.059
5/28/2010,5/21/2010,5/21/2010,1.2545,1.2271,0.0274,3.455,3.2,0.255,2.822,2.666,0.156
6/4/2010,5/28/2010,5/28/2010,1.2279,1.1964,0.0315,3.187,3.301,-0.114,2.678,2.682,-0.004
6/11/2010,6/4/2010,6/4/2010,1.1952,1.211,-0.0158,3.259,3.195,0.064,2.676,2.584,0.092
6/18/2010,6/11/2010,6/11/2010,1.2118,1.2389,-0.0271,3.228,3.216,0.012,2.568,2.566,0.002
6/25/2010,6/18/2010,6/18/2010,1.2428,1.2368,0.006,3.295,3.223,0.072,2.577,2.729,-0.152
7/2/2010,6/25/2010,6/25/2010,1.2381,1.2564,-0.0183,3.297,3.113,0.184,2.751,2.611,0.14
7/9/2010,7/2/2010,7/2/2010,1.2555,1.264,-0.0085,3.09,2.979,0.111,2.611,2.583,0.028
7/16/2010,7/9/2010,7/9/2010,1.2645,1.293,-0.0285,2.97,3.056,-0.086,2.571,2.634,-0.063
7/23/2010,7/16/2010,7/16/2010,1.2907,1.2911,-0.0004,3.043,2.939,0.104,2.633,2.606,0.027
7/30/2010,7/23/2010,7/23/2010,1.2896,1.3049,-0.0153,2.95,2.994,-0.044,2.633,2.706,-0.073
8/6/2010,7/30/2010,7/30/2010,1.3061,1.328,-0.0219,2.989,2.907,0.082,2.738,2.669,0.069
8/13/2010,8/6/2010,8/6/2010,1.3288,1.2756,0.0532,2.934,2.824,0.11,2.672,2.519,0.153
8/20/2010,8/13/2010,8/13/2010,1.2765,1.271,0.0055,2.815,2.688,0.127,2.513,2.393,0.12
8/27/2010,8/20/2010,8/20/2010,1.2704,1.2761,-0.0057,2.62,2.612,0.008,2.384,2.271,0.113
9/3/2010,8/27/2010,8/27/2010,1.2764,1.2895,-0.0131,2.629,2.652,-0.023,2.279,2.2,0.079
9/10/2010,9/3/2010,9/3/2010,1.2893,1.2675,0.0218,2.596,2.706,-0.11,2.201,2.354,-0.153
9/17/2010,9/10/2010,9/10/2010,1.2707,1.3054,-0.0347,2.65,2.795,-0.145,2.356,2.4,-0.044
9/24/2010,9/17/2010,9/17/2010,1.3051,1.3489,-0.0438,2.827,2.746,0.081,2.427,2.427,0
10/1/2010,9/24/2010,9/24/2010,1.3483,1.379,-0.0307,2.732,2.612,0.12,2.451,2.342,0.109
10/8/2010,10/1/2010,10/1/2010,1.3788,1.3944,-0.0156,2.551,2.526,0.025,2.341,2.286,0.055
10/15/2010,10/8/2010,10/8/2010,1.4003,1.3975,0.0028,2.488,2.381,0.107,2.28,2.254,0.026
10/22/2010,10/15/2010,10/15/2010,1.3973,1.3953,0.002,2.355,2.576,-0.221,2.262,2.371,-0.109
10/29/2010,10/22/2010,10/22/2010,1.3951,1.3946,0.0005,2.531,2.563,-0.032,2.383,2.474,-0.091
11/5/2010,10/29/2010,10/29/2010,1.3971,1.4031,-0.006,2.531,2.612,-0.081,2.462,2.518,-0.056
11/12/2010,11/5/2010,11/5/2010,1.4053,1.369,0.0363,2.588,2.54,0.048,2.517,2.417,0.1
11/19/2010,11/12/2010,11/12/2010,1.3682,1.3672,0.001,2.543,2.76,-0.217,2.417,2.512,-0.095
11/26/2010,11/19/2010,11/19/2010,1.3736,1.324,0.0496,2.891,2.875,0.016,2.56,2.703,-0.143
12/3/2010,11/26/2010,11/26/2010,1.3272,1.3413,-0.0141,2.84,2.864,-0.024,2.728,2.734,-0.006
12/10/2010,12/3/2010,12/3/2010,1.3408,1.3226,0.0182,2.837,3.017,-0.18,2.742,2.857,-0.115
12/17/2010,12/10/2010,12/10/2010,1.3205,1.3188,0.0017,2.965,3.296,-0.331,2.845,2.954,-0.109
12/24/2010,12/17/2010,12/17/2010,1.3164,1.3112,0.0052,3.366,3.33,0.036,2.993,3.029,-0.036
12/31/2010,12/24/2010,12/24/2010,1.3113,1.3386,-0.0273,3.288,3.393,-0.105,2.98,2.982,-0.002
1/7/2011,12/31/2010,12/31/2010,1.3343,1.2909,0.0434,3.424,3.305,0.119,2.994,2.963,0.031
1/14/2011,1/7/2011,1/7/2011,1.2895,1.3386,-0.0491,3.377,3.328,0.049,2.972,2.869,0.103
1/21/2011,1/14/2011,1/14/2011,1.3369,1.3621,-0.0252,3.314,3.333,-0.019,2.868,3.028,-0.16
1/28/2011,1/21/2011,1/21/2011,1.3607,1.3611,-0.0004,3.288,3.416,-0.128,3.045,3.176,-0.131
2/4/2011,1/28/2011,1/28/2011,1.3579,1.3583,-0.0004,3.414,3.329,0.085,3.178,3.148,0.03
2/11/2011,2/4/2011,2/4/2011,1.3568,1.355,0.0018,3.357,3.652,-0.295,3.159,3.261,-0.102
2/18/2011,2/11/2011,2/11/2011,1.3528,1.3693,-0.0165,3.67,3.646,0.024,3.272,3.294,-0.022
2/25/2011,2/18/2011,2/18/2011,1.369,1.3749,-0.0059,3.646,3.589,0.057,3.298,3.254,0.044
3/4/2011,2/25/2011,2/25/2011,1.3748,1.3987,-0.0239,3.528,3.425,0.103,3.259,3.152,0.107
3/11/2011,3/4/2011,3/4/2011,1.3993,1.3902,0.0091,3.425,3.492,-0.067,3.144,3.273,-0.129
3/18/2011,3/11/2011,3/11/2011,1.3954,1.4182,-0.0228,3.527,3.393,0.134,3.266,3.214,0.052
3/25/2011,3/18/2011,3/18/2011,1.4183,1.4085,0.0098,3.388,3.277,0.111,3.21,3.188,0.022
4/1/2011,3/25/2011,3/25/2011,1.4044,1.4235,-0.0191,3.306,3.444,-0.138,3.204,3.28,-0.076
4/8/2011,4/1/2011,4/1/2011,1.423,1.4484,-0.0254,3.467,3.451,0.016,3.294,3.372,-0.078
4/15/2011,4/8/2011,4/8/2011,1.4453,1.4429,0.0024,3.44,3.6,-0.16,3.367,3.481,-0.114
4/22/2011,4/15/2011,4/15/2011,1.4417,1.4561,-0.0144,3.596,3.41,0.186,3.491,3.378,0.113
4/29/2011,4/22/2011,4/22/2011,1.456,1.4808,-0.0248,3.374,3.4,-0.026,3.375,3.26,0.115
5/6/2011,4/29/2011,4/29/2011,1.4826,1.4317,0.0509,3.385,3.296,0.089,3.26,3.239,0.021
5/13/2011,5/6/2011,5/6/2011,1.4366,1.4118,0.0248,3.312,3.157,0.155,3.245,3.17,0.075
5/20/2011,5/13/2011,5/13/2011,1.4077,1.416,-0.0083,3.175,3.187,-0.012,3.173,3.077,0.096
5/27/2011,5/20/2011,5/20/2011,1.4131,1.4317,-0.0186,3.169,3.152,0.017,3.081,3.057,0.024
6/3/2011,5/27/2011,5/27/2011,1.4309,1.4636,-0.0327,3.097,3.064,0.033,3.065,2.985,0.08
6/10/2011,6/3/2011,6/3/2011,1.4629,1.4349,0.028,3.086,2.997,0.089,2.988,3.058,-0.07
6/17/2011,6/10/2011,6/10/2011,1.4328,1.4308,0.002,3,2.971,0.029,3.051,2.961,0.09
6/24/2011,6/17/2011,6/17/2011,1.4277,1.4188,0.0089,2.993,2.944,0.049,2.962,2.959,0.003
7/1/2011,6/24/2011,6/24/2011,1.4189,1.4526,-0.0337,2.9,2.871,0.029,2.947,2.834,0.113
7/8/2011,7/1/2011,7/1/2011,1.4539,1.4265,0.0274,2.88,3.197,-0.317,2.832,3.034,-0.202
7/15/2011,7/8/2011,7/8/2011,1.4221,1.4158,0.0063,3.151,3.016,0.135,3.026,2.829,0.197
7/22/2011,7/15/2011,7/15/2011,1.4121,1.4357,-0.0236,2.948,2.908,0.04,2.827,2.695,0.132
7/29/2011,7/22/2011,7/22/2011,1.4399,1.4399,0,2.877,2.964,-0.087,2.692,2.828,-0.136
8/5/2011,7/29/2011,7/29/2011,1.4359,1.4278,0.0081,2.964,2.805,0.159,2.829,2.538,0.291
8/12/2011,8/5/2011,8/5/2011,1.437,1.425,0.012,2.792,2.558,0.234,2.548,2.346,0.202
8/19/2011,8/12/2011,8/12/2011,1.4262,1.4398,-0.0136,2.497,2.237,0.26,2.426,2.333,0.093
8/26/2011,8/19/2011,8/19/2011,1.4374,1.45,-0.0126,2.269,2.071,0.198,2.319,2.105,0.214
9/2/2011,8/26/2011,8/26/2011,1.4492,1.4205,0.0287,2.115,2.188,-0.073,2.103,2.157,-0.054
9/9/2011,9/2/2011,9/2/2011,1.4162,1.3686,0.0476,2.225,1.996,0.229,2.151,2.008,0.143
9/16/2011,9/9/2011,9/9/2011,1.3567,1.3797,-0.023,1.948,1.915,0.033,2.01,1.772,0.238
9/23/2011,9/16/2011,9/16/2011,1.368,1.3498,0.0182,1.896,2.076,-0.18,1.782,1.863,-0.081
9/30/2011,9/23/2011,9/23/2011,1.3512,1.3389,0.0123,1.992,1.808,0.184,1.871,1.747,0.124
10/7/2011,9/30/2011,9/30/2011,1.3342,1.3378,-0.0036,1.849,1.924,-0.075,1.761,1.887,-0.126
10/14/2011,10/7/2011,10/7/2011,1.3385,1.388,-0.0495,1.883,2.068,-0.185,1.885,2.002,-0.117
10/21/2011,10/14/2011,10/14/2011,1.388,1.3895,-0.0015,2.076,2.232,-0.156,1.976,2.199,-0.223
10/28/2011,10/21/2011,10/21/2011,1.3868,1.4148,-0.028,2.233,2.203,0.03,2.22,2.106,0.114
11/4/2011,10/28/2011,10/28/2011,1.4144,1.3791,0.0353,2.182,2.306,-0.124,2.111,2.177,-0.066
11/11/2011,11/4/2011,11/4/2011,1.3816,1.375,0.0066,2.236,2.05,0.186,2.202,1.823,0.379
11/18/2011,11/11/2011,11/11/2011,1.3778,1.3525,0.0253,2.03,2.06,-0.03,1.822,1.888,-0.066
11/25/2011,11/18/2011,11/18/2011,1.3525,1.3239,0.0286,2.097,2.012,0.085,1.888,1.967,-0.079
12/2/2011,11/25/2011,11/25/2011,1.3313,1.3391,-0.0078,1.957,1.967,-0.01,1.976,2.263,-0.287
12/9/2011,12/2/2011,12/2/2011,1.3408,1.3384,0.0024,2.064,2.042,0.022,2.271,2.135,0.136
12/16/2011,12/9/2011,12/9/2011,1.3361,1.3043,0.0318,2.082,2.052,0.03,2.155,2.149,0.006
12/23/2011,12/16/2011,12/16/2011,1.3034,1.3043,-0.0009,2.028,1.854,0.174,2.161,1.852,0.309
12/30/2011,12/23/2011,12/23/2011,1.3042,1.296,0.0082,1.858,2.03,-0.172,1.856,1.96,-0.104
1/6/2012,12/30/2011,12/30/2011,1.2941,1.2717,0.0224,2.031,1.871,0.16,1.925,1.829,0.096
1/13/2012,1/6/2012,1/6/2012,1.2693,1.268,0.0013,1.951,1.961,-0.01,1.829,1.854,-0.025
1/20/2012,1/13/2012,1/13/2012,1.2639,1.2932,-0.0293,1.975,1.853,0.122,1.848,1.765,0.083
1/27/2012,1/20/2012,1/20/2012,1.2881,1.3218,-0.0337,1.9,2.028,-0.128,1.756,1.929,-0.173
2/3/2012,1/27/2012,1/27/2012,1.3215,1.3159,0.0056,2.06,1.898,0.162,1.905,1.858,0.047
2/10/2012,2/3/2012,2/3/2012,1.3126,1.3197,-0.0071,1.842,1.949,-0.107,1.824,1.933,-0.109
2/17/2012,2/10/2012,2/10/2012,1.3239,1.314,0.0099,1.924,1.969,-0.045,1.904,1.907,-0.003
2/24/2012,2/17/2012,2/17/2012,1.3204,1.345,-0.0246,2,2.01,-0.01,1.929,1.925,0.004
3/2/2012,2/24/2012,2/24/2012,1.3461,1.3201,0.026,2.023,1.977,0.046,1.959,1.884,0.075
3/9/2012,3/2/2012,3/2/2012,1.3196,1.3122,0.0074,1.939,1.986,-0.047,1.878,1.8,0.078
3/16/2012,3/9/2012,3/9/2012,1.3116,1.3175,-0.0059,1.993,2.038,-0.045,1.822,1.794,0.028
3/23/2012,3/16/2012,3/16/2012,1.3181,1.327,-0.0089,2.003,2.298,-0.295,1.792,2.05,-0.258
3/30/2012,3/23/2012,3/23/2012,1.3269,1.3342,-0.0073,2.274,2.237,0.037,2.046,1.865,0.181
4/6/2012,3/30/2012,3/30/2012,1.3357,1.3095,0.0262,2.269,2.216,0.053,1.873,1.794,0.079
4/13/2012,4/6/2012,4/6/2012,1.3097,1.3077,0.002,2.2,2.175,0.025,1.853,1.735,0.118
4/20/2012,4/13/2012,4/13/2012,1.307,1.3219,-0.0149,2.03,1.998,0.032,1.679,1.735,-0.056
4/27/2012,4/20/2012,4/20/2012,1.3191,1.3256,-0.0065,1.97,1.97,0,1.717,1.709,0.008
5/4/2012,4/27/2012,4/27/2012,1.324,1.3084,0.0156,1.92,1.933,-0.013,1.695,1.699,-0.004
5/11/2012,5/4/2012,5/4/2012,1.3022,1.2916,0.0106,1.919,1.88,0.039,1.703,1.584,0.119
5/18/2012,5/11/2012,5/11/2012,1.2886,1.2775,0.0111,1.873,1.841,0.032,1.561,1.516,0.045
5/25/2012,5/18/2012,5/18/2012,1.2777,1.2514,0.0263,1.781,1.702,0.079,1.498,1.426,0.072
6/1/2012,5/25/2012,5/25/2012,1.2571,1.2427,0.0144,1.735,1.745,-0.01,1.443,1.37,0.073
6/8/2012,6/1/2012,6/1/2012,1.2432,1.2514,-0.0082,1.726,1.467,0.259,1.409,1.172,0.237
6/15/2012,6/8/2012,6/8/2012,1.2653,1.2657,-0.0004,1.5,1.637,-0.137,1.182,1.329,-0.147
6/22/2012,6/15/2012,6/15/2012,1.274,1.2571,0.0169,1.634,1.587,0.047,1.423,1.437,-0.014
6/29/2012,6/22/2012,6/22/2012,1.255,1.2664,-0.0114,1.567,1.672,-0.105,1.536,1.581,-0.045
7/6/2012,6/29/2012,6/29/2012,1.2671,1.2289,0.0382,1.625,1.659,-0.034,1.58,1.583,-0.003
7/13/2012,7/6/2012,7/6/2012,1.2267,1.2248,0.0019,1.643,1.544,0.099,1.595,1.327,0.268
7/20/2012,7/13/2012,7/13/2012,1.2253,1.2158,0.0095,1.524,1.499,0.025,1.336,1.26,0.076
7/27/2012,7/20/2012,7/20/2012,1.2121,1.2318,-0.0197,1.477,1.46,0.017,1.264,1.167,0.097
8/3/2012,7/27/2012,7/27/2012,1.23,1.2383,-0.0083,1.4,1.555,-0.155,1.148,1.398,-0.25
8/10/2012,8/3/2012,8/3/2012,1.2392,1.2289,0.0103,1.541,1.577,-0.036,1.418,1.424,-0.006
8/17/2012,8/10/2012,8/10/2012,1.2286,1.2333,-0.0047,1.558,1.649,-0.091,1.43,1.385,0.045
8/24/2012,8/17/2012,8/17/2012,1.2338,1.2511,-0.0173,1.661,1.816,-0.155,1.385,1.496,-0.111
8/31/2012,8/24/2012,8/24/2012,1.2507,1.2573,-0.0066,1.835,1.678,0.157,1.522,1.355,0.167
9/7/2012,8/31/2012,8/31/2012,1.2579,1.2815,-0.0236,1.676,1.56,0.116,1.347,1.334,0.013
9/14/2012,9/7/2012,9/7/2012,1.2805,1.3129,-0.0324,1.565,1.661,-0.096,1.331,1.521,-0.19
9/21/2012,9/14/2012,9/14/2012,1.3124,1.2983,0.0141,1.68,1.87,-0.19,1.519,1.712,-0.193
9/28/2012,9/21/2012,9/21/2012,1.2979,1.2858,0.0121,1.85,1.76,0.09,1.719,1.599,0.12
10/5/2012,9/28/2012,9/28/2012,1.2848,1.3032,-0.0184,1.725,1.637,0.088,1.563,1.443,0.12
10/12/2012,10/5/2012,10/5/2012,1.3022,1.2951,0.0071,1.62,1.732,-0.112,1.44,1.522,-0.082
10/19/2012,10/12/2012,10/12/2012,1.2954,1.3019,-0.0065,1.72,1.663,0.057,1.483,1.445,0.038
10/26/2012,10/19/2012,10/19/2012,1.3023,1.2941,0.0082,1.677,1.768,-0.091,1.454,1.595,-0.141
11/2/2012,10/26/2012,10/26/2012,1.2924,1.2836,0.0088,1.803,1.75,0.053,1.597,1.538,0.059
11/9/2012,11/2/2012,11/2/2012,1.2819,1.2708,0.0111,1.73,1.726,0.004,1.511,1.452,0.059
11/16/2012,11/9/2012,11/9/2012,1.2716,1.2742,-0.0026,1.691,1.613,0.078,1.437,1.351,0.086
11/23/2012,11/16/2012,11/16/2012,1.274,1.2973,-0.0233,1.601,1.574,0.027,1.346,1.335,0.011
11/30/2012,11/23/2012,11/23/2012,1.2973,1.2985,-0.0012,1.611,1.692,-0.081,1.34,1.437,-0.097
12/7/2012,11/30/2012,11/30/2012,1.2993,1.2925,0.0068,1.663,1.606,0.057,1.434,1.387,0.047
12/14/2012,12/7/2012,12/7/2012,1.2893,1.3162,-0.0269,1.644,1.627,0.017,1.373,1.295,0.078
12/21/2012,12/14/2012,12/14/2012,1.3181,1.3186,-0.0005,1.61,1.708,-0.098,1.276,1.35,-0.074
12/28/2012,12/21/2012,12/21/2012,1.3178,1.3217,-0.0039,1.706,1.754,-0.048,1.383,1.376,0.007
1/4/2013,12/28/2012,12/28/2012,1.3215,1.3068,0.0147,1.767,1.711,0.056,1.378,1.311,0.067
1/11/2013,1/4/2013,1/4/2013,1.3077,1.3343,-0.0266,1.696,1.915,-0.219,1.378,1.537,-0.159
1/18/2013,1/11/2013,1/11/2013,1.3365,1.3317,0.0048,1.904,1.875,0.029,1.529,1.584,-0.055
1/25/2013,1/18/2013,1/18/2013,1.3308,1.3457,-0.0149,1.836,1.843,-0.007,1.574,1.557,0.017
2/1/2013,1/25/2013,1/25/2013,1.3459,1.3641,-0.0182,1.865,1.947,-0.082,1.569,1.639,-0.07
2/8/2013,2/1/2013,2/1/2013,1.3648,1.3365,0.0283,1.958,2.01,-0.052,1.668,1.672,-0.004
2/15/2013,2/8/2013,2/8/2013,1.3368,1.3357,0.0011,2.003,1.954,0.049,1.715,1.61,0.105
2/22/2013,2/15/2013,2/15/2013,1.3345,1.319,0.0155,1.966,2.01,-0.044,1.593,1.654,-0.061
3/1/2013,2/22/2013,2/22/2013,1.3192,1.3017,0.0175,2.009,1.967,0.042,1.637,1.571,0.066
3/8/2013,3/1/2013,3/1/2013,1.3013,1.3,0.0013,1.979,1.853,0.126,1.572,1.408,0.164
3/15/2013,3/8/2013,3/8/2013,1.2987,1.3074,-0.0087,1.839,2.056,-0.217,1.395,1.526,-0.131
3/22/2013,3/15/2013,3/15/2013,1.2904,1.2988,-0.0084,2.044,1.996,0.048,1.506,1.455,0.051
3/29/2013,3/22/2013,3/22/2013,1.2972,1.2817,0.0155,1.951,1.915,0.036,1.381,1.38,0.001
4/5/2013,3/29/2013,3/29/2013,1.2809,1.2994,-0.0185,1.967,1.852,0.115,1.397,1.289,0.108
4/12/2013,4/5/2013,4/5/2013,1.2991,1.311,-0.0119,1.883,1.694,0.189,1.278,1.217,0.061
4/19/2013,4/12/2013,4/12/2013,1.3104,1.3052,0.0052,1.723,1.721,0.002,1.222,1.261,-0.039
4/26/2013,4/19/2013,4/19/2013,1.3069,1.3026,0.0043,1.709,1.703,0.006,1.265,1.253,0.012
5/3/2013,4/26/2013,4/26/2013,1.3058,1.3114,-0.0056,1.715,1.663,0.052,1.262,1.209,0.053
5/10/2013,5/3/2013,5/3/2013,1.3117,1.2984,0.0133,1.662,1.752,-0.09,1.219,1.243,-0.024
5/17/2013,5/10/2013,5/10/2013,1.2977,1.2826,0.0151,1.747,1.9,-0.153,1.242,1.38,-0.138
5/24/2013,5/17/2013,5/17/2013,1.2845,1.2935,-0.009,1.915,1.949,-0.034,1.373,1.329,0.044
5/31/2013,5/24/2013,5/24/2013,1.2936,1.2996,-0.006,1.935,2.011,-0.076,1.357,1.432,-0.075
6/7/2013,5/31/2013,5/31/2013,1.2988,1.3218,-0.023,2.042,2.164,-0.122,1.429,1.509,-0.08
6/14/2013,6/7/2013,6/7/2013,1.3198,1.3345,-0.0147,2.168,2.161,0.007,1.508,1.545,-0.037
6/21/2013,6/14/2013,6/14/2013,1.3349,1.3123,0.0226,2.186,2.126,0.06,1.546,1.515,0.031
6/28/2013,6/21/2013,6/21/2013,1.3102,1.3015,0.0087,2.117,2.514,-0.397,1.539,1.731,-0.192
7/5/2013,6/28/2013,6/28/2013,1.3014,1.2831,0.0183,2.653,2.478,0.175,1.776,1.733,0.043
7/12/2013,7/5/2013,7/5/2013,1.2813,1.3067,-0.0254,2.521,2.715,-0.194,1.738,1.72,0.018
7/19/2013,7/12/2013,7/12/2013,1.3065,1.3143,-0.0078,2.723,2.601,0.122,1.701,1.559,0.142
7/26/2013,7/19/2013,7/19/2013,1.3136,1.3282,-0.0146,2.635,2.491,0.144,1.556,1.523,0.033
8/2/2013,7/26/2013,7/26/2013,1.3278,1.3284,-0.0006,2.475,2.561,-0.086,1.517,1.667,-0.15
8/9/2013,8/2/2013,8/2/2013,1.3277,1.3344,-0.0067,2.563,2.602,-0.039,1.652,1.652,0
8/16/2013,8/9/2013,8/9/2013,1.3336,1.3333,0.0003,2.617,2.58,0.037,1.64,1.679,-0.039
8/23/2013,8/16/2013,8/16/2013,1.3334,1.3384,-0.005,2.591,2.829,-0.238,1.683,1.882,-0.199
8/30/2013,8/23/2013,8/23/2013,1.3384,1.3216,0.0168,2.846,2.818,0.028,1.906,1.934,-0.028
9/6/2013,8/30/2013,8/30/2013,1.3213,1.3175,0.0038,2.824,2.749,0.075,1.927,1.857,0.07
9/13/2013,9/6/2013,9/6/2013,1.3172,1.3302,-0.013,2.837,2.938,-0.101,1.896,1.952,-0.056
9/20/2013,9/13/2013,9/13/2013,1.3369,1.352,-0.0151,2.901,2.898,0.003,1.96,1.977,-0.017
9/27/2013,9/20/2013,9/20/2013,1.3531,1.3521,0.001,2.809,2.732,0.077,1.936,1.947,-0.011
10/4/2013,9/27/2013,9/27/2013,1.3481,1.3553,-0.0072,2.739,2.619,0.12,1.946,1.78,0.166
10/11/2013,10/4/2013,10/4/2013,1.3562,1.3551,0.0011,2.604,2.65,-0.046,1.757,1.842,-0.085
10/18/2013,10/11/2013,10/11/2013,1.356,1.3684,-0.0124,2.621,2.678,-0.057,1.819,1.866,-0.047
10/25/2013,10/18/2013,10/18/2013,1.3682,1.3807,-0.0125,2.717,2.592,0.125,1.847,1.831,0.016
11/1/2013,10/25/2013,10/25/2013,1.3807,1.3484,0.0323,2.594,2.505,0.089,1.842,1.757,0.085
11/8/2013,11/1/2013,11/1/2013,1.349,1.3359,0.0131,2.518,2.62,-0.102,1.761,1.692,0.069
11/15/2013,11/8/2013,11/8/2013,1.3356,1.349,-0.0134,2.61,2.742,-0.132,1.69,1.759,-0.069
11/22/2013,11/15/2013,11/15/2013,1.3492,1.3549,-0.0057,2.763,2.709,0.054,1.751,1.709,0.042
11/29/2013,11/22/2013,11/22/2013,1.3553,1.3584,-0.0031,2.703,2.752,-0.049,1.697,1.749,-0.052
12/6/2013,11/29/2013,11/29/2013,1.3588,1.3702,-0.0114,2.757,2.739,0.018,1.747,1.693,0.054
12/13/2013,12/6/2013,12/6/2013,1.3713,1.3737,-0.0024,2.781,2.883,-0.102,1.704,1.842,-0.138
12/20/2013,12/13/2013,12/13/2013,1.3737,1.3681,0.0056,2.846,2.868,-0.022,1.849,1.831,0.018
12/27/2013,12/20/2013,12/20/2013,1.367,1.374,-0.007,2.85,2.887,-0.037,1.818,1.871,-0.053
1/3/2014,12/27/2013,12/27/2013,1.3761,1.3582,0.0179,2.916,3.006,-0.09,1.877,1.951,-0.074
1/10/2014,1/3/2014,1/3/2014,1.3599,1.3664,-0.0065,2.991,2.995,-0.004,1.959,1.944,0.015
1/17/2014,1/10/2014,1/10/2014,1.3665,1.3527,0.0138,2.978,2.865,0.113,1.926,1.845,0.081
1/24/2014,1/17/2014,1/17/2014,1.3533,1.3676,-0.0143,2.856,2.83,0.026,1.846,1.755,0.091
1/31/2014,1/24/2014,1/24/2014,1.3681,1.3486,0.0195,2.84,2.735,0.105,1.748,1.654,0.094
2/7/2014,1/31/2014,1/31/2014,1.3487,1.3638,-0.0151,2.75,2.668,0.082,1.669,1.661,0.008
2/14/2014,2/7/2014,2/7/2014,1.3621,1.3698,-0.0077,2.666,2.678,-0.012,1.66,1.662,-0.002
2/21/2014,2/14/2014,2/14/2014,1.3701,1.3737,-0.0036,2.675,2.745,-0.07,1.664,1.682,-0.018
2/28/2014,2/21/2014,2/21/2014,1.3738,1.3803,-0.0065,2.73,2.734,-0.004,1.69,1.665,0.025
3/7/2014,2/28/2014,2/28/2014,1.3774,1.3872,-0.0098,2.736,2.655,0.081,1.662,1.626,0.036
3/14/2014,3/7/2014,3/7/2014,1.3876,1.3912,-0.0036,2.612,2.79,-0.178,1.581,1.655,-0.074
3/21/2014,3/14/2014,3/14/2014,1.3906,1.3793,0.0113,2.802,2.645,0.157,1.633,1.548,0.085
3/28/2014,3/21/2014,3/21/2014,1.3791,1.375,0.0041,2.672,2.75,-0.078,1.543,1.633,-0.09
4/4/2014,3/28/2014,3/28/2014,1.3754,1.3703,0.0051,2.768,2.712,0.056,1.644,1.551,0.093
4/11/2014,4/4/2014,4/4/2014,1.37,1.3883,-0.0183,2.744,2.726,0.018,1.547,1.554,-0.007
4/18/2014,4/11/2014,4/11/2014,1.3859,1.3813,0.0046,2.728,2.619,0.109,1.541,1.507,0.034
4/25/2014,4/18/2014,4/18/2014,1.3814,1.3835,-0.0021,2.637,2.721,-0.084,1.503,1.516,-0.013
5/2/2014,4/25/2014,4/25/2014,1.384,1.3871,-0.0031,2.722,2.666,0.056,1.529,1.484,0.045
5/9/2014,5/2/2014,5/2/2014,1.3871,1.3755,0.0116,2.682,2.593,0.089,1.493,1.451,0.042
5/16/2014,5/9/2014,5/9/2014,1.3757,1.3698,0.0059,2.575,2.622,-0.047,1.454,1.458,-0.004
5/23/2014,5/16/2014,5/16/2014,1.3696,1.363,0.0066,2.645,2.518,0.127,1.469,1.332,0.137
5/30/2014,5/23/2014,5/23/2014,1.3624,1.3631,-0.0007,2.52,2.532,-0.012,1.322,1.413,-0.091
6/6/2014,5/30/2014,5/30/2014,1.3631,1.3644,-0.0013,2.539,2.457,0.082,1.418,1.359,0.059
6/13/2014,6/6/2014,6/6/2014,1.3645,1.3539,0.0106,2.498,2.599,-0.101,1.364,1.351,0.013
6/20/2014,6/13/2014,6/13/2014,1.3537,1.3597,-0.006,2.615,2.602,0.013,1.36,1.364,-0.004
6/27/2014,6/20/2014,6/20/2014,1.3593,1.3647,-0.0054,2.581,2.624,-0.043,1.358,1.345,0.013
7/4/2014,6/27/2014,6/27/2014,1.3644,1.3593,0.0051,2.597,2.53,0.067,1.352,1.264,0.088
7/11/2014,7/4/2014,7/4/2014,1.3593,1.3608,-0.0015,2.52,2.641,-0.121,1.262,1.265,-0.003
7/18/2014,7/11/2014,7/11/2014,1.3604,1.3524,0.008,2.634,2.521,0.113,1.261,1.205,0.056
7/25/2014,7/18/2014,7/18/2014,1.3529,1.3431,0.0098,2.53,2.484,0.046,1.214,1.157,0.057
8/1/2014,7/25/2014,7/25/2014,1.343,1.3422,0.0008,2.484,2.467,0.017,1.157,1.147,0.01
8/8/2014,8/1/2014,8/1/2014,1.3427,1.3412,0.0015,2.482,2.503,-0.021,1.155,1.132,0.023
8/15/2014,8/8/2014,8/8/2014,1.3406,1.3397,0.0009,2.496,2.415,0.081,1.144,1.053,0.091
