Date,Open,High,Low,Close
7/11/2008,6.401,6.401,6.253,6.364
7/18/2008,6.373,6.43,6.235,6.357
7/25/2008,6.402,6.477,6.218,6.26
8/1/2008,6.293,6.326,6.098,6.122
8/8/2008,6.078,6.113,5.903,5.925
8/15/2008,5.938,5.961,5.808,5.854
8/22/2008,5.81,5.855,5.732,5.792
8/29/2008,5.837,5.84,5.69,5.759
9/5/2008,5.757,5.775,5.603,5.624
9/12/2008,5.685,5.803,5.528,5.679
9/19/2008,5.669,5.669,5.44,5.566
9/26/2008,5.735,5.864,5.568,5.613
10/3/2008,5.599,5.723,5.252,5.285
10/10/2008,5.313,5.313,4.885,5.139
10/17/2008,5.145,5.628,5.145,5.352
10/24/2008,5.363,5.363,4.901,4.913
10/31/2008,4.958,5.3,4.945,5.169
11/7/2008,5.183,5.413,5.126,5.186
11/14/2008,5.158,5.218,4.893,5.03
11/21/2008,4.986,5.013,4.518,4.628
11/28/2008,4.598,4.743,4.555,4.597
12/5/2008,4.443,4.628,4.165,4.282
12/12/2008,4.305,4.498,4.248,4.3
12/19/2008,4.555,4.555,3.987,4.025
12/26/2008,4.025,4.159,4.025,4.09
1/2/2009,4.033,4.08,3.947,3.959
1/9/2009,4.03,4.348,4.03,4.12
1/16/2009,4.068,4.111,3.84,3.975
1/23/2009,4.015,4.212,3.965,4.104
1/30/2009,4.104,4.201,4.038,4.099
2/6/2009,4.127,4.484,4.023,4.443
2/13/2009,4.493,4.493,4.166,4.242
2/20/2009,4.23,4.393,4.053,4.168
2/27/2009,4.038,4.408,4.031,4.403
3/6/2009,4.425,4.438,4.188,4.239
3/13/2009,4.15,4.405,4.095,4.281
3/20/2009,4.303,4.397,4.038,4.175
3/27/2009,4.222,4.589,4.192,4.564
4/3/2009,4.564,4.564,4.172,4.428
4/10/2009,4.505,4.662,4.5,4.582
4/17/2009,4.6,4.65,4.48,4.518
4/24/2009,4.607,4.635,4.325,4.511
5/1/2009,4.51,4.688,4.395,4.676
5/8/2009,4.645,4.97,4.52,4.967
5/15/2009,4.937,4.958,4.84,4.867
5/22/2009,4.775,5.232,4.775,5.207
5/29/2009,5.243,5.53,5.196,5.279
6/5/2009,5.247,5.592,5.247,5.588
6/12/2009,5.617,5.646,5.525,5.549
6/19/2009,5.515,5.863,5.415,5.86
6/26/2009,5.763,5.763,5.367,5.603
7/3/2009,5.51,5.585,5.295,5.429
7/10/2009,5.445,5.489,5.188,5.282
7/17/2009,5.208,5.573,5.203,5.451
7/24/2009,5.485,5.71,5.485,5.697
7/31/2009,5.683,5.765,5.577,5.605
8/7/2009,5.565,5.697,5.533,5.655
8/14/2009,5.683,5.746,5.548,5.622
8/21/2009,5.583,5.583,5.395,5.435
8/28/2009,5.493,5.58,5.289,5.418
9/4/2009,5.408,5.498,5.269,5.433
9/11/2009,5.436,5.518,5.26,5.273
9/18/2009,5.273,5.335,5.233,5.281
9/25/2009,5.325,5.386,5.21,5.234
10/2/2009,5.17,5.368,5.101,5.105
10/9/2009,5.403,5.403,5.113,5.222
10/16/2009,5.298,5.61,5.298,5.577
10/23/2009,5.69,5.805,5.53,5.701
10/30/2009,5.74,5.766,5.469,5.543
11/6/2009,5.483,5.645,5.427,5.617
11/13/2009,5.618,5.682,5.538,5.556
11/20/2009,5.565,5.585,5.368,5.393
11/27/2009,5.413,5.413,5.124,5.211
12/4/2009,5.245,5.408,5.141,5.376
12/11/2009,5.453,5.543,5.407,5.511
12/18/2009,5.52,5.605,5.337,5.35
12/25/2009,5.385,5.585,5.363,5.575
1/1/2010,5.625,5.773,5.624,5.643
1/8/2010,5.713,5.763,5.593,5.681
1/15/2010,5.658,5.701,5.488,5.585
1/22/2010,5.538,5.65,5.417,5.431
1/29/2010,5.423,5.485,5.375,5.379
2/5/2010,5.37,5.573,5.34,5.39
2/12/2010,5.36,5.645,5.339,5.509
2/19/2010,5.48,5.6,5.45,5.565
2/26/2010,5.583,5.613,5.423,5.435
3/5/2010,5.415,5.495,5.375,5.465
3/12/2010,5.525,5.698,5.525,5.675
3/19/2010,5.635,5.715,5.585,5.67
3/26/2010,5.66,5.808,5.65,5.738
4/2/2010,5.735,5.81,5.715,5.783
4/9/2010,5.783,5.867,5.774,5.813
4/16/2010,5.795,5.883,5.758,5.817
4/23/2010,5.78,5.874,5.735,5.798
4/30/2010,5.84,5.84,5.68,5.711
5/7/2010,5.7,5.79,5.348,5.466
5/14/2010,5.493,5.627,5.462,5.507
5/21/2010,5.455,5.508,5.285,5.392
5/28/2010,5.388,5.443,5.252,5.418
6/4/2010,5.358,5.443,5.292,5.42
6/11/2010,5.29,5.413,5.27,5.4
6/18/2010,5.4,5.44,5.32,5.362
6/25/2010,5.398,5.448,5.236,5.251
7/2/2010,5.248,5.263,5.036,5.097
7/9/2010,5.1,5.145,5.01,5.107
7/16/2010,5.107,5.178,5.098,5.119
7/23/2010,5.119,5.22,5.098,5.203
7/30/2010,5.203,5.27,5.18,5.2
8/6/2010,5.18,5.235,5.11,5.154
8/13/2010,5.09,5.125,4.98,5.049
8/20/2010,4.985,4.99,4.853,4.913
8/27/2010,4.95,4.985,4.773,4.807
9/3/2010,4.88,4.885,4.74,4.841
9/10/2010,4.92,4.998,4.845,4.977
9/17/2010,5.038,5.128,4.977,5.115
9/24/2010,5.105,5.185,5.045,5.051
10/1/2010,5.108,5.148,4.956,5.067
10/8/2010,5.08,5.108,4.97,5.006
10/15/2010,5.002,5.1,4.981,5.079
10/22/2010,5.14,5.17,5.09,5.145
10/29/2010,5.14,5.24,5.14,5.203
11/5/2010,5.165,5.276,5.165,5.249
11/12/2010,5.285,5.379,5.265,5.342
11/19/2010,5.38,5.53,5.38,5.484
11/26/2010,5.505,5.528,5.407,5.488
12/3/2010,5.445,5.495,5.345,5.467
12/10/2010,5.485,5.644,5.383,5.581
12/17/2010,5.633,5.697,5.542,5.574
12/24/2010,5.527,5.679,5.499,5.679
12/31/2010,5.685,5.745,5.543,5.545
1/7/2011,5.545,5.63,5.505,5.622
1/14/2011,5.555,5.603,5.44,5.514
1/21/2011,5.525,5.661,5.514,5.654
1/28/2011,5.625,5.648,5.46,5.499
2/4/2011,5.458,5.725,5.445,5.682
2/11/2011,5.738,5.835,5.68,5.693
2/18/2011,5.69,5.73,5.615,5.64
2/25/2011,5.653,5.653,5.51,5.536
3/4/2011,5.49,5.608,5.475,5.582
3/11/2011,5.553,5.579,5.45,5.484
3/18/2011,5.433,5.529,5.281,5.395
3/25/2011,5.404,5.46,5.387,5.435
4/1/2011,5.478,5.558,5.31,5.537
4/8/2011,5.408,5.646,5.402,5.644
4/15/2011,5.565,5.685,5.513,5.584
4/22/2011,5.533,5.599,5.405,5.47
4/29/2011,5.47,5.59,5.398,5.432
5/6/2011,5.415,5.533,5.34,5.429
5/13/2011,5.38,5.473,5.348,5.368
5/20/2011,5.207,5.478,5.207,5.317
5/27/2011,5.515,5.515,5.215,5.23
6/3/2011,5.13,5.34,5.078,5.234
6/10/2011,5.14,5.375,5.084,5.178
6/17/2011,5.173,5.268,5.053,5.123
6/24/2011,5.12,5.14,5.047,5.084
7/1/2011,5.025,5.284,4.991,5.279
7/8/2011,5.265,5.285,5.162,5.234
7/15/2011,5.095,5.131,4.9,4.911
7/22/2011,4.918,5.033,4.878,4.972
7/29/2011,4.943,5.003,4.794,4.803
8/5/2011,4.85,4.902,4.422,4.475
8/12/2011,4.508,4.648,4.332,4.432
8/19/2011,4.455,4.61,4.182,4.23
8/26/2011,4.259,4.498,4.25,4.395
9/2/2011,4.422,4.477,4.372,4.41
9/9/2011,4.303,4.348,4.157,4.266
9/16/2011,4.163,4.25,4.067,4.243
9/23/2011,4.17,4.221,3.994,4.015
9/30/2011,4.066,4.3,3.999,4.22
10/7/2011,4.153,4.294,3.99,4.242
10/14/2011,4.3,4.493,4.285,4.435
10/21/2011,4.485,4.578,4.432,4.492
10/28/2011,4.5,4.64,4.366,4.545
11/4/2011,4.513,4.532,4.193,4.314
11/11/2011,4.345,4.368,4.036,4.135
11/18/2011,4.202,4.218,3.992,3.992
11/25/2011,4.035,4.04,3.806,3.852
12/2/2011,3.931,4.063,3.882,4.018
12/9/2011,4.023,4.023,3.807,3.859
12/16/2011,3.855,3.865,3.722,3.766
12/23/2011,3.729,3.809,3.694,3.74
12/30/2011,3.752,3.806,3.709,3.719
1/6/2012,3.704,3.854,3.704,3.8
1/13/2012,3.799,3.818,3.74,3.808
1/20/2012,3.709,3.825,3.669,3.81
1/27/2012,3.88,3.998,3.835,3.835
2/3/2012,3.832,3.843,3.648,3.708
2/10/2012,3.86,4.078,3.79,4.025
2/17/2012,3.985,4.041,3.933,4.037
2/24/2012,4.085,4.13,4.01,4.095
3/2/2012,4.054,4.116,3.955,4.085
3/9/2012,4.061,4.087,3.905,3.993
3/16/2012,3.972,4.273,3.912,4.219
3/23/2012,4.259,4.345,4.149,4.174
3/30/2012,4.148,4.205,3.956,3.977
4/6/2012,4.158,4.168,4.024,4.046
4/13/2012,3.932,3.942,3.796,3.868
4/20/2012,3.809,3.877,3.775,3.817
4/27/2012,3.828,3.828,3.638,3.648
5/4/2012,3.655,3.707,3.53,3.54
5/11/2012,3.442,3.45,3.305,3.332
5/18/2012,3.247,3.304,3.076,3.096
5/25/2012,3.099,3.2,3.076,3.142
6/1/2012,3.193,3.198,2.832,2.852
6/8/2012,2.709,3.123,2.698,3.067
6/15/2012,2.992,3.072,2.93,2.991
6/22/2012,3.055,3.213,2.965,3.059
6/29/2012,3.068,3.111,2.936,3.076
7/6/2012,3.215,3.253,3.093,3.1
7/13/2012,3.01,3.033,2.844,2.881
7/20/2012,2.916,2.963,2.871,2.927
7/27/2012,2.839,2.949,2.767,2.939
8/3/2012,3.173,3.188,3.044,3.114
8/10/2012,3.293,3.363,3.215,3.233
8/17/2012,3.268,3.5,3.247,3.445
8/24/2012,3.43,3.437,3.255,3.265
8/31/2012,3.26,3.275,3.067,3.118
9/7/2012,3.047,3.128,2.96,3.108
9/14/2012,3.072,3.217,3.037,3.197
9/21/2012,3.443,3.443,3.26,3.32
9/28/2012,3.253,3.267,2.99,3.037
10/5/2012,3.047,3.08,2.922,3.057
10/12/2012,3.09,3.115,3.007,3.045
10/19/2012,3.04,3.25,3.005,3.203
10/26/2012,3.138,3.31,3.128,3.255
11/2/2012,3.213,3.237,3.122,3.188
11/9/2012,3.172,3.237,3.095,3.118
11/16/2012,3.078,3.1,3.03,3.043
11/23/2012,3.088,3.307,3.068,3.307
11/30/2012,3.293,3.297,3.142,3.168
12/7/2012,3.165,3.215,3.125,3.132
12/14/2012,3.188,3.405,3.132,3.388
12/21/2012,3.408,3.42,3.3,3.335
12/28/2012,3.332,3.372,3.313,3.332
1/4/2013,3.328,3.463,3.328,3.453
1/11/2013,3.447,3.505,3.392,3.48
1/18/2013,3.45,3.475,3.293,3.422
1/25/2013,3.378,3.398,3.273,3.328
2/1/2013,3.443,3.535,3.443,3.535
2/8/2013,3.59,3.615,3.453,3.485
2/15/2013,3.48,3.612,3.45,3.533
2/22/2013,3.572,3.618,3.527,3.547
3/1/2013,3.527,3.527,3.322,3.35
3/8/2013,3.315,3.545,3.283,3.545
3/15/2013,3.593,3.718,3.577,3.64
3/22/2013,3.509,3.614,3.47,3.568
3/29/2013,3.614,3.651,3.411,3.431
4/5/2013,3.42,3.465,3.288,3.332
4/12/2013,3.249,3.383,3.194,3.309
4/19/2013,3.248,3.293,3.175,3.2
4/26/2013,3.213,3.238,3.105,3.171
5/3/2013,3.122,3.132,3.02,3.05
5/10/2013,3.122,3.245,3.106,3.235
5/17/2013,3.309,3.317,3.174,3.174
5/24/2013,3.24,3.427,3.228,3.323
5/31/2013,3.344,3.472,3.274,3.376
6/7/2013,3.448,3.462,3.24,3.339
6/14/2013,3.37,3.509,3.37,3.411
6/21/2013,3.379,3.763,3.374,3.734
6/28/2013,3.92,4.011,3.757,3.77
7/5/2013,3.799,3.843,3.763,3.843
7/12/2013,4.005,4.007,3.746,3.751
7/19/2013,3.758,3.781,3.665,3.687
7/26/2013,3.675,3.798,3.648,3.798
8/2/2013,3.75,3.801,3.665,3.772
8/9/2013,3.652,3.742,3.587,3.724
8/16/2013,3.691,4.001,3.688,3.986
8/23/2013,4.016,4.133,3.954,4.06
8/30/2013,3.988,4.024,3.864,3.912
9/6/2013,3.947,4.165,3.941,4.161
9/13/2013,4.108,4.208,4.057,4.11
9/20/2013,4.075,4.175,3.964,4.046
9/27/2013,4.061,4.079,3.946,3.979
10/4/2013,3.874,4.07,3.859,4.064
10/11/2013,4.079,4.176,4.053,4.159
10/18/2013,4.095,4.285,4.095,4.124
10/25/2013,4.096,4.124,3.963,3.97
11/1/2013,4.004,4.084,3.964,4.074
11/8/2013,4.138,4.226,4.121,4.136
11/15/2013,4.236,4.298,4.17,4.205
11/22/2013,4.219,4.359,4.183,4.328
11/29/2013,4.289,4.306,4.199,4.228
12/6/2013,4.274,4.449,4.274,4.436
12/13/2013,4.434,4.434,4.31,4.328
12/20/2013,4.319,4.329,4.223,4.294
12/27/2013,4.274,4.291,4.24,4.281
1/3/2014,4.289,4.359,4.266,4.353
1/10/2014,4.401,4.411,4.269,4.275
1/17/2014,4.215,4.264,4.1,4.105
1/24/2014,4.084,4.225,4.051,4.056
1/31/2014,4.049,4.128,3.991,4.004
2/7/2014,4.019,4.156,3.943,4.156
2/14/2014,4.163,4.244,4.114,4.114
2/21/2014,4.169,4.228,4.136,4.225
2/28/2014,4.203,4.203,4.018,4.029
3/7/2014,3.981,4.19,3.964,4.175
3/14/2014,4.226,4.229,4.048,4.053
3/21/2014,4.036,4.17,4.022,4.17
3/28/2014,4.175,4.188,4.071,4.078
4/4/2014,4.101,4.229,4.093,4.166
4/11/2014,4.099,4.117,4.009,4.02
4/18/2014,3.983,4.038,3.953,3.955
4/25/2014,4.041,4.05,3.953,3.973
5/2/2014,3.93,3.972,3.913,3.915
5/9/2014,3.918,3.918,3.82,3.826
5/16/2014,3.853,3.871,3.708,3.721
5/23/2014,3.751,3.827,3.673,3.811
5/30/2014,3.78,3.782,3.624,3.683
6/6/2014,3.69,3.81,3.681,3.79
6/13/2014,3.812,3.863,3.785,3.794
6/20/2014,3.78,3.788,3.647,3.683
6/27/2014,3.681,3.711,3.529,3.535
7/4/2014,3.557,3.612,3.536,3.592
7/11/2014,3.594,3.621,3.427,3.429
7/18/2014,3.444,3.49,3.341,3.371
7/25/2014,3.415,3.467,3.358,3.454
8/1/2014,3.427,3.548,3.421,3.541
8/8/2014,3.463,3.51,3.316,3.325
8/15/2014,3.396,3.473,3.382,3.4
8/22/2014,3.37,3.52,3.329,3.485
8/29/2014,3.49,3.49,3.29,3.302
9/5/2014,3.309,3.505,3.293,3.482
9/12/2014,3.465,3.661,3.435,3.651
9/19/2014,3.658,3.753,3.624,3.737
9/26/2014,3.673,3.68,3.5,3.501
10/3/2014,3.54,3.544,3.398,3.471
10/10/2014,3.452,3.454,3.301,3.341
10/17/2014,3.269,3.34,3.173,3.234
10/24/2014,3.34,3.346,3.22,3.287
10/31/2014,3.342,3.352,3.241,3.317
11/7/2014,3.337,3.373,3.246,3.364
11/14/2014,3.314,3.379,3.279,3.353
11/21/2014,3.304,3.32,3.267,3.284
11/28/2014,3.263,3.266,3.045,3.045
12/5/2014,3.018,3.16,2.999,3.058
12/12/2014,3.063,3.099,2.858,2.901
12/19/2014,2.914,3.021,2.836,3.019
12/26/2014,2.95,2.973,2.906,2.959
1/2/2015,2.953,2.956,2.826,2.88
1/9/2015,2.776,2.782,2.653,2.734
1/16/2015,2.686,2.715,2.525,2.568
1/23/2015,2.624,2.689,2.583,2.647
1/30/2015,2.597,2.63,2.452,2.452
2/6/2015,2.411,2.489,2.265,2.463
2/13/2015,2.569,2.637,2.509,2.514
2/20/2015,2.58,2.633,2.526,2.582
2/27/2015,2.601,2.601,2.425,2.474
3/6/2015,2.485,2.656,2.478,2.643
3/13/2015,2.778,2.778,2.523,2.561
3/20/2015,2.539,2.542,2.323,2.393
3/27/2015,2.395,2.428,2.314,2.414
4/3/2015,2.386,2.398,2.279,2.306
4/10/2015,2.321,2.393,2.269,2.376
4/17/2015,2.367,2.393,2.279,2.362
4/24/2015,2.4,2.557,2.39,2.557
5/1/2015,2.496,2.693,2.495,2.676
5/8/2015,2.707,3.04,2.687,2.864
5/15/2015,2.828,3.04,2.805,2.935
5/22/2015,2.861,3.013,2.854,2.934
5/29/2015,2.92,2.938,2.733,2.74
6/5/2015,2.749,3.065,2.703,3.056
6/12/2015,3.033,3.173,2.983,3.017
6/19/2015,2.972,3.032,2.852,2.876
6/26/2015,2.914,3.099,2.884,3.065
7/3/2015,2.889,3.113,2.889,3.087
7/10/2015,2.905,2.975,2.708,2.964
7/17/2015,2.982,3.058,2.963,2.967
7/24/2015,2.947,2.984,2.798,2.802
7/31/2015,2.78,2.879,2.703,2.765
8/7/2015,2.747,2.876,2.688,2.84
8/14/2015,2.775,2.841,2.688,2.781
8/21/2015,2.799,2.801,2.576,2.588
8/28/2015,2.54,2.757,2.486,2.735
9/4/2015,2.738,2.74,2.601,2.645
9/11/2015,2.646,2.782,2.629,2.741
9/18/2015,2.731,2.864,2.689,2.783
9/25/2015,2.742,2.779,2.624,2.708
10/2/2015,2.705,2.71,2.578,2.611
10/9/2015,2.566,2.698,2.538,2.698
10/16/2015,2.724,2.729,2.547,2.588
10/23/2015,2.591,2.684,2.581,2.608
10/30/2015,2.664,2.683,2.56,2.622
11/6/2015,2.629,2.829,2.616,2.798
11/13/2015,2.889,2.982,2.873,2.965
11/20/2015,2.887,2.936,2.878,2.911
11/27/2015,2.939,2.959,2.82,2.843
12/4/2015,2.846,2.967,2.8,2.95
12/11/2015,2.938,2.989,2.816,2.859
12/18/2015,2.81,2.896,2.757,2.766
12/25/2015,2.753,2.845,2.727,2.828
1/1/2016,2.779,2.89,2.746,2.889
1/8/2016,2.884,2.884,2.706,2.788
1/15/2016,2.718,2.812,2.68,2.708
1/22/2016,2.654,2.749,2.646,2.742
1/29/2016,2.748,2.758,2.643,2.643
2/5/2016,2.625,2.659,2.526,2.56
2/12/2016,2.585,2.611,2.355,2.429
2/19/2016,2.49,2.571,2.432,2.446
2/26/2016,2.462,2.486,2.394,2.4
3/4/2016,2.435,2.582,2.323,2.56
3/11/2016,2.603,2.695,2.533,2.688
3/18/2016,2.68,2.71,2.548,2.557
3/25/2016,2.589,2.679,2.569,2.588
4/1/2016,2.568,2.6,2.486,2.543
4/8/2016,2.538,2.568,2.394,2.415
4/15/2016,2.421,2.584,2.402,2.569
4/22/2016,2.549,2.653,2.488,2.623
4/29/2016,2.668,2.712,2.506,2.521
5/6/2016,2.539,2.59,2.285,2.29
5/13/2016,2.335,2.358,2.26,2.279
5/20/2016,2.258,2.375,2.214,2.299
5/27/2016,2.305,2.34,2.257,2.262
6/3/2016,2.292,2.351,2.235,2.235
6/10/2016,2.155,2.215,2.099,2.112
6/17/2016,2.085,2.11,2.005,2.094
6/24/2016,2.131,2.346,2.019,2.031
7/1/2016,2.112,2.112,1.96,1.987
7/8/2016,1.994,2.019,1.847,1.894
7/15/2016,1.904,2.039,1.883,1.997
7/22/2016,2.01,2.05,1.879,1.895
7/29/2016,1.924,1.99,1.845,1.853
8/5/2016,1.856,1.979,1.82,1.898
8/12/2016,1.964,2,1.852,1.903
8/19/2016,1.902,1.939,1.847,1.928
8/26/2016,1.943,1.976,1.884,1.929
9/2/2016,1.975,1.985,1.871,1.908
9/9/2016,1.932,2.018,1.898,2.013
9/16/2016,2.113,2.189,2.084,2.17
9/23/2016,2.166,2.22,2.047,2.056
9/30/2016,2.057,2.057,1.967,1.977
10/7/2016,2.018,2.198,2.016,2.183
10/14/2016,2.2,2.296,2.179,2.275
10/21/2016,2.324,2.377,2.281,2.299
10/28/2016,2.3,2.402,2.258,2.383
11/4/2016,2.355,2.4,2.295,2.339
11/11/2016,2.375,2.603,2.223,2.58
11/18/2016,2.655,2.744,2.582,2.731
11/25/2016,2.713,2.827,2.636,2.773
12/2/2016,2.713,2.896,2.683,2.876
12/9/2016,2.797,2.858,2.733,2.828
12/16/2016,2.871,2.936,2.802,2.85
12/23/2016,2.871,2.9,2.83,2.883
12/30/2016,2.894,2.894,2.757,2.773
1/6/2017,2.784,2.814,2.687,2.691
1/13/2017,2.751,2.776,2.674,2.703
1/20/2017,2.715,2.813,2.677,2.791
1/27/2017,2.773,2.802,2.702,2.787
2/3/2017,2.746,2.808,2.72,2.807
2/10/2017,2.803,2.803,2.642,2.705
2/17/2017,2.727,2.833,2.712,2.817
2/24/2017,2.799,2.854,2.735,2.743
3/3/2017,2.71,2.838,2.698,2.818
3/10/2017,2.831,2.994,2.809,2.992
3/17/2017,2.961,2.969,2.804,2.873
3/24/2017,2.834,2.835,2.746,2.767
3/31/2017,2.743,2.762,2.697,2.718
4/7/2017,2.695,2.743,2.52,2.54
4/14/2017,2.553,2.625,2.451,2.471
4/21/2017,2.545,2.568,2.448,2.559
4/28/2017,2.543,2.667,2.543,2.586
5/5/2017,2.572,2.692,2.571,2.659
5/12/2017,2.692,2.722,2.636,2.637
5/19/2017,2.595,2.609,2.474,2.487
