Date,Open,High,Low,Close,
2/2/2007,1.694,1.74,1.685,1.73,-0.036
2/9/2007,1.73,1.755,1.699,1.7,0.03
2/16/2007,1.7,1.76,1.7,1.71,-0.01
2/23/2007,1.71,1.735,1.658,1.68,0.03
3/2/2007,1.68,1.68,1.61,1.674,0.006
3/9/2007,1.665,1.668,1.613,1.615,0.05
3/16/2007,1.625,1.64,1.573,1.585,0.04
3/23/2007,1.583,1.62,1.553,1.615,-0.032
3/30/2007,1.615,1.685,1.615,1.659,-0.044
4/6/2007,1.66,1.703,1.653,1.675,-0.015
4/13/2007,1.675,1.708,1.648,1.67,0.005
4/20/2007,1.668,1.723,1.668,1.694,-0.026
4/27/2007,1.693,1.703,1.623,1.629,0.064
5/4/2007,1.628,1.679,1.608,1.635,-0.007
5/11/2007,1.635,1.693,1.635,1.653,-0.018
5/18/2007,1.648,1.693,1.628,1.645,0.003
5/25/2007,1.643,1.733,1.633,1.728,-0.085
6/1/2007,1.728,1.793,1.728,1.782,-0.054
6/8/2007,1.782,1.94,1.782,1.898,-0.116
6/15/2007,1.9,1.998,1.878,1.943,-0.043
6/22/2007,1.945,1.95,1.873,1.905,0.04
6/29/2007,1.905,1.93,1.863,1.879,0.026
7/6/2007,1.88,1.955,1.863,1.94,-0.06
7/13/2007,1.94,1.97,1.885,1.94,0
7/20/2007,1.94,1.944,1.885,1.891,0.049
7/27/2007,1.891,1.891,1.781,1.79,0.101
8/3/2007,1.79,1.825,1.76,1.779,0.011
8/10/2007,1.78,1.815,1.7,1.715,0.065
8/17/2007,1.715,1.73,1.582,1.585,0.13
8/24/2007,1.583,1.625,1.538,1.598,-0.015
8/31/2007,1.598,1.635,1.55,1.613,-0.015
9/7/2007,1.615,1.658,1.59,1.595,0.02
9/14/2007,1.595,1.595,1.51,1.551,0.044
9/21/2007,1.55,1.708,1.53,1.685,-0.135
9/28/2007,1.685,1.738,1.668,1.685,0
10/5/2007,1.685,1.723,1.655,1.704,-0.019
10/12/2007,1.705,1.754,1.7,1.71,-0.005
10/19/2007,1.71,1.74,1.601,1.61,0.1
10/26/2007,1.585,1.639,1.56,1.625,-0.04
11/2/2007,1.625,1.68,1.585,1.591,0.034
11/9/2007,1.59,1.603,1.525,1.535,0.055
11/16/2007,1.535,1.535,1.47,1.475,0.06
11/23/2007,1.475,1.495,1.405,1.425,0.05
11/30/2007,1.425,1.525,1.425,1.478,-0.053
12/7/2007,1.48,1.583,1.41,1.575,-0.095
12/14/2007,1.575,1.6,1.51,1.555,0.02
12/21/2007,1.555,1.585,1.485,1.56,-0.005
12/28/2007,1.58,1.6,1.505,1.51,0.07
1/4/2008,1.475,1.485,1.47,1.475,0
1/11/2008,1.475,1.485,1.4,1.43,0.045
1/18/2008,1.438,1.46,1.383,1.399,0.039
1/25/2008,1.4,1.495,1.317,1.485,-0.085
2/1/2008,1.485,1.488,1.41,1.434,0.051
2/8/2008,1.435,1.495,1.4,1.425,0.01
2/15/2008,1.425,1.493,1.4,1.461,-0.036
2/22/2008,1.46,1.508,1.428,1.46,0
2/29/2008,1.46,1.505,1.363,1.365,0.095
3/7/2008,1.34,1.4,1.325,1.359,-0.019
3/14/2008,1.36,1.38,1.253,1.274,0.086
3/21/2008,1.274,1.34,1.215,1.28,-0.006
3/28/2008,1.28,1.298,1.225,1.279,0.001
4/4/2008,1.285,1.395,1.235,1.34,-0.055
4/11/2008,1.345,1.393,1.31,1.384,-0.039
4/18/2008,1.38,1.41,1.34,1.405,-0.025
4/25/2008,1.415,1.645,1.413,1.61,-0.195
5/2/2008,1.645,1.685,1.54,1.649,-0.004
5/9/2008,1.649,1.695,1.564,1.564,0.085
5/16/2008,1.565,1.72,1.56,1.704,-0.139
5/23/2008,1.705,1.765,1.61,1.74,-0.035
5/30/2008,1.744,1.823,1.725,1.759,-0.015
6/6/2008,1.76,1.813,1.698,1.796,-0.036
6/13/2008,1.79,1.895,1.72,1.871,-0.081
6/20/2008,1.86,1.905,1.743,1.765,0.095
6/27/2008,1.75,1.75,1.595,1.62,0.13
7/4/2008,1.635,1.695,1.595,1.65,-0.015
7/11/2008,1.655,1.71,1.555,1.604,0.051
7/18/2008,1.605,1.628,1.54,1.575,0.03
7/25/2008,1.575,1.683,1.575,1.584,-0.009
8/1/2008,1.584,1.613,1.51,1.52,0.064
8/8/2008,1.52,1.56,1.479,1.479,0.041
8/15/2008,1.479,1.515,1.425,1.465,0.014
8/22/2008,1.465,1.495,1.42,1.45,0.015
8/29/2008,1.45,1.478,1.408,1.415,0.035
9/5/2008,1.415,1.533,1.415,1.467,-0.052
9/12/2008,1.467,1.563,1.46,1.535,-0.068
9/19/2008,1.535,1.55,1.39,1.488,0.047
9/26/2008,1.488,1.515,1.46,1.47,0.018
10/3/2008,1.47,1.543,1.44,1.455,0.015
10/10/2008,1.455,1.585,1.363,1.529,-0.074
10/17/2008,1.53,1.64,1.529,1.589,-0.059
10/24/2008,1.589,1.605,1.455,1.497,0.092
10/31/2008,1.497,1.545,1.458,1.476,0.021
11/7/2008,1.476,1.548,1.475,1.52,-0.044
11/14/2008,1.52,1.545,1.485,1.497,0.023
11/21/2008,1.497,1.515,1.395,1.401,0.096
11/28/2008,1.401,1.435,1.365,1.399,0.002
12/5/2008,1.399,1.42,1.348,1.375,0.024
12/12/2008,1.375,1.425,1.35,1.395,-0.02
12/19/2008,1.395,1.423,1.225,1.236,0.159
12/26/2008,1.236,1.236,1.2,1.21,0.026
1/2/2009,1.21,1.213,1.163,1.174,0.036
1/9/2009,1.174,1.32,1.165,1.296,-0.122
1/16/2009,1.296,1.296,1.215,1.226,0.07
1/23/2009,1.226,1.285,1.213,1.24,-0.014
1/30/2009,1.24,1.3,1.225,1.297,-0.057
2/6/2009,1.297,1.36,1.28,1.341,-0.044
2/13/2009,1.341,1.358,1.255,1.265,0.076
2/20/2009,1.265,1.305,1.253,1.284,-0.019
2/27/2009,1.284,1.318,1.255,1.28,0.004
3/6/2009,1.28,1.335,1.27,1.3,-0.02
3/13/2009,1.3,1.34,1.295,1.324,-0.024
3/20/2009,1.324,1.335,1.265,1.27,0.054
3/27/2009,1.268,1.335,1.258,1.334,-0.066
4/3/2009,1.334,1.43,1.323,1.425,-0.091
4/10/2009,1.425,1.5,1.425,1.46,-0.035
4/17/2009,1.46,1.48,1.43,1.454,0.006
4/24/2009,1.454,1.481,1.415,1.434,0.02
5/1/2009,1.434,1.475,1.4,1.406,0.028
5/8/2009,1.406,1.46,1.404,1.455,-0.049
5/15/2009,1.455,1.48,1.42,1.432,0.023
5/22/2009,1.432,1.45,1.411,1.438,-0.006
5/29/2009,1.438,1.51,1.435,1.49,-0.052
6/5/2009,1.49,1.554,1.48,1.503,-0.013
6/12/2009,1.503,1.57,1.503,1.521,-0.018
6/19/2009,1.521,1.529,1.45,1.452,0.069
6/26/2009,1.452,1.47,1.375,1.404,0.048
7/3/2009,1.404,1.41,1.321,1.33,0.074
7/10/2009,1.33,1.343,1.28,1.305,0.025
7/17/2009,1.305,1.368,1.3,1.325,-0.02
7/24/2009,1.325,1.41,1.325,1.383,-0.058
7/31/2009,1.383,1.425,1.369,1.419,-0.036
8/7/2009,1.419,1.47,1.41,1.44,-0.021
8/14/2009,1.44,1.473,1.383,1.385,0.055
8/21/2009,1.385,1.385,1.307,1.315,0.07
8/28/2009,1.315,1.35,1.305,1.315,0
9/4/2009,1.315,1.348,1.268,1.331,-0.016
9/11/2009,1.331,1.373,1.31,1.31,0.021
9/18/2009,1.31,1.36,1.295,1.348,-0.038
9/25/2009,1.348,1.35,1.305,1.318,0.03
10/2/2009,1.318,1.318,1.252,1.26,0.058
10/9/2009,1.26,1.295,1.248,1.29,-0.03
10/16/2009,1.29,1.34,1.29,1.335,-0.045
10/23/2009,1.335,1.382,1.325,1.369,-0.034
10/30/2009,1.369,1.437,1.369,1.415,-0.046
11/6/2009,1.415,1.46,1.375,1.454,-0.039
11/13/2009,1.454,1.49,1.34,1.345,0.109
11/20/2009,1.345,1.355,1.293,1.313,0.032
11/27/2009,1.313,1.315,1.251,1.256,0.057
12/4/2009,1.256,1.3,1.199,1.295,-0.039
12/11/2009,1.295,1.322,1.231,1.288,0.007
12/18/2009,1.288,1.318,1.225,1.236,0.052
12/25/2009,1.236,1.292,1.224,1.28,-0.044
1/1/2010,1.28,1.325,1.278,1.295,-0.015
1/8/2010,1.295,1.378,1.295,1.365,-0.07
1/15/2010,1.365,1.37,1.322,1.33,0.035
1/22/2010,1.33,1.355,1.315,1.33,0
1/29/2010,1.33,1.349,1.309,1.325,0.005
2/5/2010,1.325,1.392,1.322,1.374,-0.049
2/12/2010,1.374,1.379,1.334,1.335,0.039
2/19/2010,1.33,1.349,1.319,1.34,-0.01
2/26/2010,1.34,1.36,1.3,1.305,0.035
3/5/2010,1.305,1.348,1.295,1.315,-0.01
3/12/2010,1.315,1.359,1.304,1.349,-0.034
3/19/2010,1.349,1.385,1.33,1.37,-0.021
3/26/2010,1.37,1.399,1.345,1.385,-0.015
4/2/2010,1.385,1.415,1.359,1.364,0.021
4/9/2010,1.364,1.415,1.364,1.39,-0.026
4/16/2010,1.39,1.412,1.345,1.35,0.04
4/23/2010,1.35,1.35,1.317,1.32,0.03
4/30/2010,1.32,1.34,1.288,1.29,0.03
5/7/2010,1.29,1.296,1.26,1.284,0.006
5/14/2010,1.284,1.333,1.284,1.305,-0.021
5/21/2010,1.305,1.31,1.228,1.245,0.06
5/28/2010,1.245,1.285,1.209,1.259,-0.014
6/4/2010,1.259,1.303,1.232,1.275,-0.016
6/11/2010,1.275,1.275,1.2,1.237,0.038
6/18/2010,1.237,1.255,1.205,1.206,0.031
6/25/2010,1.206,1.233,1.139,1.15,0.056
7/2/2010,1.15,1.165,1.065,1.103,0.047
7/9/2010,1.103,1.175,1.102,1.164,-0.061
7/16/2010,1.164,1.164,1.076,1.095,0.069
7/23/2010,1.095,1.108,1.057,1.075,0.02
7/30/2010,1.075,1.102,1.058,1.074,0.001
8/6/2010,1.074,1.077,1.004,1.064,0.01
8/13/2010,1.064,1.064,0.989,0.99,0.074
8/20/2010,0.99,0.99,0.913,0.935,0.055
8/27/2010,0.935,1.025,0.905,1.009,-0.074
9/3/2010,1.009,1.16,0.968,1.147,-0.138
9/10/2010,1.147,1.208,1.113,1.161,-0.014
9/17/2010,1.175,1.177,1.033,1.076,0.099
9/24/2010,1.08,1.131,1.004,1.007,0.073
10/1/2010,1.007,1.02,0.922,0.965,0.042
10/8/2010,0.965,0.965,0.83,0.873,0.092
10/15/2010,0.873,0.91,0.848,0.885,-0.012
10/22/2010,0.885,0.91,0.873,0.896,-0.011
10/29/2010,0.896,0.98,0.891,0.939,-0.043
11/5/2010,0.939,0.989,0.915,0.936,0.003
11/12/2010,0.936,1.037,0.934,1.003,-0.067
11/19/2010,1.003,1.125,1,1.071,-0.068
11/26/2010,1.071,1.205,1.071,1.195,-0.124
12/3/2010,1.195,1.218,1.13,1.215,-0.02
12/10/2010,1.215,1.287,1.16,1.205,0.01
12/17/2010,1.205,1.308,1.196,1.201,0.004
12/24/2010,1.201,1.215,1.135,1.161,0.04
12/31/2010,1.161,1.193,1.118,1.128,0.033
1/7/2011,1.128,1.237,1.112,1.205,-0.077
1/14/2011,1.205,1.21,1.173,1.205,0
1/21/2011,1.205,1.272,1.205,1.218,-0.013
1/28/2011,1.218,1.264,1.214,1.224,-0.006
2/4/2011,1.225,1.298,1.203,1.29,-0.065
2/11/2011,1.31,1.36,1.288,1.315,-0.005
2/18/2011,1.315,1.36,1.3,1.309,0.006
2/25/2011,1.309,1.322,1.222,1.253,0.056
3/4/2011,1.253,1.33,1.23,1.305,-0.052
3/11/2011,1.305,1.32,1.255,1.255,0.05
3/18/2011,1.255,1.28,1.155,1.215,0.04
3/25/2011,1.215,1.26,1.21,1.225,-0.01
4/1/2011,1.225,1.297,1.221,1.285,-0.06
4/8/2011,1.285,1.34,1.27,1.325,-0.04
4/15/2011,1.325,1.345,1.28,1.291,0.034
4/22/2011,1.291,1.291,1.218,1.22,0.071
4/29/2011,1.22,1.237,1.204,1.21,0.01
5/6/2011,1.21,1.215,1.144,1.146,0.064
5/13/2011,1.146,1.16,1.114,1.126,0.02
5/20/2011,1.126,1.175,1.113,1.13,-0.004
5/27/2011,1.13,1.155,1.11,1.13,0
6/3/2011,1.13,1.175,1.105,1.14,-0.01
6/10/2011,1.125,1.175,1.125,1.14,-0.015
6/17/2011,1.125,1.17,1.105,1.12,0.005
6/24/2011,1.13,1.135,1.1,1.11,0.02
7/1/2011,1.105,1.175,1.09,1.14,-0.035
7/8/2011,1.157,1.198,1.153,1.178,-0.021
7/15/2011,1.144,1.16,1.077,1.092,0.052
7/22/2011,1.072,1.105,1.063,1.104,-0.032
7/29/2011,1.091,1.105,1.066,1.082,0.009
8/5/2011,1.066,1.086,0.988,1.007,0.059
8/12/2011,1.008,1.058,0.974,1.049,-0.041
8/19/2011,1.044,1.054,0.971,0.99,0.054
8/26/2011,0.978,1.049,0.978,1.043,-0.065
9/2/2011,1.039,1.057,1.013,1.031,0.008
9/9/2011,1.041,1.049,0.987,1.005,0.036
9/16/2011,0.999,1.014,0.989,1.013,-0.014
9/23/2011,1.006,1.006,0.97,0.987,0.019
9/30/2011,0.981,1.034,0.977,1.032,-0.051
10/7/2011,1.027,1.033,0.968,0.988,0.039
10/14/2011,1.009,1.028,0.989,1.019,-0.01
10/21/2011,1.027,1.035,1.006,1.01,0.017
10/28/2011,1.01,1.046,0.992,1.044,-0.034
11/4/2011,1.044,1.051,0.987,0.993,0.051
11/11/2011,0.997,1.005,0.963,0.971,0.026
11/18/2011,0.976,0.984,0.946,0.949,0.027
11/25/2011,0.955,1.037,0.953,1.028,-0.073
12/2/2011,1.06,1.095,1.043,1.044,0.016
12/9/2011,1.075,1.078,1.015,1.021,0.054
12/16/2011,1.031,1.032,0.973,0.986,0.045
12/23/2011,0.976,0.989,0.969,0.978,-0.002
12/30/2011,0.978,1.004,0.969,0.988,-0.01
1/6/2012,0.991,0.997,0.979,0.981,0.01
1/13/2012,0.987,0.991,0.947,0.947,0.04
1/20/2012,0.949,0.99,0.939,0.987,-0.038
1/27/2012,0.993,1.012,0.968,0.97,0.023
2/3/2012,0.969,0.975,0.943,0.95,0.019
2/10/2012,0.975,1,0.964,0.979,-0.004
2/17/2012,0.984,0.988,0.943,0.949,0.035
2/24/2012,0.959,0.985,0.945,0.978,-0.019
3/2/2012,0.975,0.982,0.951,0.969,0.006
3/9/2012,0.99,1,0.98,0.991,-0.001
3/16/2012,0.989,1.059,0.973,1.048,-0.059
3/23/2012,1.041,1.056,1.013,1.028,0.013
3/30/2012,1.03,1.032,0.984,0.989,0.041
4/6/2012,1.014,1.052,0.983,0.998,0.016
4/13/2012,0.967,0.975,0.943,0.946,0.021
4/20/2012,0.939,0.953,0.932,0.94,-0.001
4/27/2012,0.926,0.937,0.9,0.901,0.025
5/4/2012,0.887,0.892,0.88,0.889,-0.002
5/11/2012,0.872,0.881,0.848,0.862,0.01
5/18/2012,0.855,0.863,0.818,0.828,0.027
5/25/2012,0.84,0.887,0.835,0.884,-0.044
6/1/2012,0.88,0.885,0.807,0.815,0.065
6/8/2012,0.8,0.89,0.797,0.86,-0.06
6/15/2012,0.876,0.876,0.846,0.853,0.023
6/22/2012,0.866,0.868,0.809,0.825,0.041
6/29/2012,0.833,0.834,0.809,0.83,0.003
7/6/2012,0.85,0.85,0.8,0.8,0.05
7/13/2012,0.795,0.806,0.758,0.768,0.027
7/20/2012,0.768,0.782,0.737,0.741,0.027
7/27/2012,0.743,0.749,0.724,0.742,0.001
8/3/2012,0.757,0.795,0.738,0.742,0.015
8/10/2012,0.75,0.82,0.735,0.797,-0.047
8/17/2012,0.79,0.867,0.784,0.852,-0.062
8/24/2012,0.836,0.846,0.805,0.814,0.022
8/31/2012,0.812,0.82,0.795,0.8,0.012
9/7/2012,0.789,0.824,0.78,0.819,-0.03
9/14/2012,0.82,0.83,0.799,0.804,0.016
9/21/2012,0.829,0.83,0.801,0.804,0.025
9/28/2012,0.802,0.802,0.774,0.779,0.023
10/5/2012,0.765,0.783,0.757,0.78,-0.015
10/12/2012,0.786,0.788,0.758,0.761,0.025
10/19/2012,0.767,0.795,0.758,0.778,-0.011
10/26/2012,0.78,0.797,0.771,0.783,-0.003
11/2/2012,0.767,0.791,0.763,0.778,-0.011
11/9/2012,0.78,0.78,0.735,0.737,0.043
11/16/2012,0.731,0.764,0.731,0.737,-0.006
11/23/2012,0.731,0.747,0.731,0.742,-0.011
11/30/2012,0.74,0.744,0.714,0.723,0.017
12/7/2012,0.705,0.73,0.69,0.695,0.01
12/14/2012,0.71,0.734,0.694,0.733,-0.023
12/21/2012,0.728,0.784,0.728,0.762,-0.034
12/28/2012,0.767,0.806,0.762,0.806,-0.039
1/4/2013,0.797,0.838,0.797,0.83,-0.033
1/11/2013,0.842,0.847,0.815,0.819,0.023
1/18/2013,0.815,0.815,0.739,0.751,0.064
1/25/2013,0.758,0.758,0.729,0.736,0.022
2/1/2013,0.735,0.781,0.735,0.756,-0.021
2/8/2013,0.773,0.807,0.763,0.77,0.003
2/15/2013,0.756,0.77,0.745,0.749,0.007
2/22/2013,0.754,0.763,0.722,0.728,0.026
3/1/2013,0.73,0.73,0.644,0.657,0.073
3/8/2013,0.653,0.696,0.593,0.648,0.005
3/15/2013,0.655,0.674,0.622,0.624,0.031
3/22/2013,0.615,0.615,0.568,0.569,0.046
3/29/2013,0.564,0.57,0.511,0.539,0.025
4/5/2013,0.567,0.598,0.5,0.5,0.067
4/12/2013,0.474,0.631,0.474,0.568,-0.094
4/19/2013,0.628,0.655,0.555,0.586,0.042
4/26/2013,0.584,0.614,0.582,0.596,-0.012
5/3/2013,0.595,0.613,0.56,0.56,0.035
5/10/2013,0.569,0.704,0.569,0.7,-0.131
5/17/2013,0.725,0.912,0.725,0.806,-0.081
5/24/2013,0.807,1,0.807,0.834,-0.027
5/31/2013,0.846,0.962,0.821,0.867,-0.021
6/7/2013,0.866,0.905,0.803,0.86,0.006
6/14/2013,0.851,0.904,0.8,0.82,0.031
6/21/2013,0.815,0.898,0.81,0.875,-0.06
6/28/2013,0.885,0.899,0.835,0.853,0.032
7/5/2013,0.863,0.9,0.851,0.865,-0.002
7/12/2013,0.864,0.894,0.82,0.821,0.043
7/19/2013,0.824,0.833,0.805,0.812,0.012
7/26/2013,0.814,0.814,0.772,0.792,0.022
8/2/2013,0.796,0.828,0.781,0.812,-0.016
8/9/2013,0.815,0.815,0.754,0.756,0.059
8/16/2013,0.76,0.768,0.734,0.758,0.002
8/23/2013,0.761,0.779,0.73,0.779,-0.018
8/30/2013,0.771,0.771,0.708,0.724,0.047
9/6/2013,0.73,0.798,0.73,0.789,-0.059
9/13/2013,0.789,0.797,0.725,0.725,0.064
9/20/2013,0.724,0.732,0.671,0.696,0.028
9/27/2013,0.7,0.701,0.665,0.685,0.015
10/4/2013,0.686,0.697,0.635,0.655,0.031
10/11/2013,0.651,0.667,0.644,0.655,-0.004
10/18/2013,0.655,0.675,0.618,0.62,0.035
10/25/2013,0.626,0.63,0.598,0.615,0.011
11/1/2013,0.613,0.621,0.59,0.6,0.013
11/8/2013,0.611,0.62,0.585,0.606,0.005
11/15/2013,0.599,0.648,0.591,0.639,-0.04
11/22/2013,0.652,0.652,0.615,0.631,0.021
11/29/2013,0.628,0.647,0.604,0.605,0.023
12/6/2013,0.604,0.683,0.604,0.675,-0.071
12/13/2013,0.684,0.694,0.658,0.691,-0.007
12/20/2013,0.69,0.696,0.654,0.684,0.006
12/27/2013,0.682,0.72,0.675,0.712,-0.03
1/3/2014,0.712,0.745,0.712,0.744,-0.032
1/10/2014,0.743,0.744,0.69,0.697,0.046
1/17/2014,0.659,0.683,0.657,0.675,-0.016
1/24/2014,0.675,0.691,0.621,0.632,0.043
1/31/2014,0.629,0.651,0.614,0.618,0.011
2/7/2014,0.621,0.63,0.602,0.621,0
2/14/2014,0.62,0.621,0.595,0.598,0.022
2/21/2014,0.596,0.615,0.589,0.601,-0.005
2/28/2014,0.599,0.603,0.584,0.586,0.013
3/7/2014,0.588,0.63,0.579,0.625,-0.037
3/14/2014,0.629,0.65,0.616,0.625,0.004
3/21/2014,0.622,0.632,0.598,0.601,0.021
3/28/2014,0.602,0.642,0.6,0.63,-0.028
4/4/2014,0.63,0.65,0.618,0.649,-0.019
4/11/2014,0.647,0.647,0.603,0.609,0.038
4/18/2014,0.6,0.617,0.6,0.602,-0.002
4/25/2014,0.606,0.636,0.6,0.624,-0.018
5/2/2014,0.625,0.628,0.609,0.611,0.014
5/9/2014,0.611,0.613,0.599,0.609,0.002
5/16/2014,0.613,0.62,0.584,0.592,0.021
5/23/2014,0.585,0.608,0.585,0.592,-0.007
5/30/2014,0.59,0.598,0.567,0.579,0.011
6/6/2014,0.581,0.622,0.581,0.599,-0.018
6/13/2014,0.596,0.609,0.595,0.605,-0.009
6/20/2014,0.605,0.605,0.581,0.586,0.019
6/27/2014,0.585,0.59,0.56,0.565,0.02
7/4/2014,0.563,0.572,0.554,0.568,-0.005
7/11/2014,0.565,0.57,0.534,0.537,0.028
7/18/2014,0.53,0.549,0.515,0.545,-0.015
7/25/2014,0.542,0.547,0.525,0.536,0.006
8/1/2014,0.53,0.542,0.523,0.539,-0.009
8/8/2014,0.53,0.536,0.508,0.509,0.021
8/15/2014,0.514,0.521,0.497,0.505,0.009
8/22/2014,0.499,0.536,0.499,0.511,-0.012
8/29/2014,0.51,0.513,0.488,0.497,0.013
9/5/2014,0.5,0.545,0.494,0.545,-0.045
9/12/2014,0.535,0.58,0.53,0.577,-0.042
9/19/2014,0.58,0.585,0.555,0.563,0.017
9/26/2014,0.559,0.559,0.512,0.525,0.034
10/3/2014,0.52,0.534,0.514,0.52,0
10/10/2014,0.526,0.527,0.489,0.503,0.023
10/17/2014,0.494,0.5,0.469,0.475,0.019
10/24/2014,0.484,0.5,0.466,0.467,0.017
10/31/2014,0.47,0.479,0.445,0.457,0.013
11/7/2014,0.445,0.484,0.44,0.48,-0.035
11/14/2014,0.467,0.538,0.454,0.484,-0.017
11/21/2014,0.469,0.517,0.458,0.46,0.009
11/28/2014,0.46,0.46,0.418,0.42,0.04
12/5/2014,0.42,0.465,0.418,0.435,-0.015
12/12/2014,0.43,0.443,0.388,0.395,0.035
12/19/2014,0.38,0.391,0.347,0.352,0.028
12/26/2014,0.349,0.349,0.304,0.33,0.019
1/2/2015,0.325,0.344,0.316,0.33,-0.005
1/9/2015,0.33,0.344,0.271,0.285,0.045
1/16/2015,0.27,0.271,0.228,0.259,0.011
1/23/2015,0.245,0.325,0.199,0.245,0
1/30/2015,0.236,0.304,0.222,0.29,-0.054
2/6/2015,0.274,0.401,0.274,0.337,-0.063
2/13/2015,0.353,0.437,0.353,0.425,-0.072
2/20/2015,0.42,0.457,0.383,0.388,0.032
2/27/2015,0.385,0.388,0.327,0.338,0.047
3/6/2015,0.338,0.426,0.335,0.395,-0.057
3/13/2015,0.402,0.475,0.366,0.41,-0.008
3/20/2015,0.416,0.426,0.318,0.329,0.087
3/27/2015,0.323,0.401,0.304,0.38,-0.057
4/3/2015,0.375,0.411,0.337,0.357,0.018
4/10/2015,0.353,0.377,0.336,0.34,0.013
4/17/2015,0.341,0.355,0.305,0.31,0.031
4/24/2015,0.306,0.321,0.289,0.295,0.011
5/1/2015,0.29,0.38,0.287,0.38,-0.09
5/8/2015,0.367,0.439,0.367,0.42,-0.053
5/15/2015,0.416,0.475,0.394,0.4,0.016
5/22/2015,0.385,0.421,0.375,0.413,-0.028
5/29/2015,0.416,0.443,0.386,0.401,0.015
6/5/2015,0.394,0.512,0.394,0.512,-0.118
6/12/2015,0.492,0.55,0.451,0.51,-0.018
6/19/2015,0.505,0.515,0.421,0.425,0.08
6/26/2015,0.419,0.491,0.419,0.48,-0.061
7/3/2015,0.473,0.528,0.438,0.524,-0.051
7/10/2015,0.478,0.484,0.414,0.45,0.028
7/17/2015,0.45,0.477,0.424,0.445,0.005
7/24/2015,0.426,0.432,0.406,0.414,0.012
7/31/2015,0.41,0.426,0.4,0.4,0.01
8/7/2015,0.407,0.427,0.388,0.424,-0.017
8/14/2015,0.41,0.42,0.359,0.384,0.026
8/21/2015,0.39,0.399,0.354,0.36,0.03
8/28/2015,0.357,0.393,0.349,0.389,-0.032
9/4/2015,0.383,0.408,0.362,0.369,0.014
