Date,Open,High,Low,Close,
7/24/2015,2.947,2.984,2.798,2.802,0.145
7/31/2015,2.78,2.879,2.703,2.765,0.015
8/7/2015,2.747,2.876,2.688,2.84,-0.093
8/14/2015,2.775,2.841,2.688,2.781,-0.006
8/21/2015,2.799,2.801,2.576,2.588,0.211
8/28/2015,2.54,2.757,2.486,2.735,-0.195
9/4/2015,2.738,2.74,2.601,2.645,0.093
9/11/2015,2.646,2.782,2.629,2.741,-0.095
9/18/2015,2.731,2.864,2.689,2.783,-0.052
9/25/2015,2.742,2.779,2.624,2.708,0.034
10/2/2015,2.705,2.71,2.578,2.611,0.094
10/9/2015,2.566,2.698,2.538,2.698,-0.132
10/16/2015,2.724,2.729,2.547,2.588,0.136
10/23/2015,2.591,2.684,2.581,2.608,-0.017
10/30/2015,2.664,2.683,2.56,2.622,0.042
11/6/2015,2.629,2.829,2.616,2.798,-0.169
11/13/2015,2.889,2.982,2.873,2.965,-0.076
11/20/2015,2.887,2.936,2.878,2.911,-0.024
11/27/2015,2.939,2.959,2.82,2.843,0.096
12/4/2015,2.846,2.967,2.8,2.95,-0.104
12/11/2015,2.938,2.989,2.816,2.859,0.079
12/18/2015,2.81,2.896,2.757,2.766,0.044
12/25/2015,2.753,2.845,2.727,2.828,-0.075
1/1/2016,2.779,2.89,2.746,2.889,-0.11
1/8/2016,2.884,2.884,2.706,2.788,0.096
1/15/2016,2.718,2.812,2.68,2.708,0.01
1/22/2016,2.654,2.749,2.646,2.742,-0.088
1/29/2016,2.748,2.758,2.643,2.643,0.105
2/5/2016,2.625,2.659,2.526,2.56,0.065
2/12/2016,2.585,2.611,2.355,2.429,0.156
2/19/2016,2.49,2.571,2.432,2.446,0.044
2/26/2016,2.462,2.486,2.394,2.4,0.062
3/4/2016,2.435,2.582,2.323,2.56,-0.125
3/11/2016,2.603,2.695,2.533,2.688,-0.085
3/18/2016,2.68,2.71,2.548,2.557,0.123
3/25/2016,2.589,2.679,2.569,2.588,0.001
4/1/2016,2.568,2.6,2.486,2.543,0.025
4/8/2016,2.538,2.568,2.394,2.415,0.123
4/15/2016,2.421,2.584,2.402,2.569,-0.148
4/22/2016,2.549,2.653,2.488,2.623,-0.074
4/29/2016,2.668,2.712,2.506,2.521,0.147
5/6/2016,2.539,2.59,2.285,2.29,0.249
5/13/2016,2.335,2.358,2.26,2.279,0.056
5/20/2016,2.258,2.375,2.214,2.299,-0.041
5/27/2016,2.305,2.34,2.257,2.262,0.043
6/3/2016,2.292,2.351,2.235,2.235,0.057
6/10/2016,2.155,2.215,2.099,2.112,0.043
6/17/2016,2.085,2.11,2.005,2.094,-0.009
6/24/2016,2.131,2.346,2.019,2.031,0.1
7/1/2016,2.112,2.112,1.96,1.987,0.125
7/8/2016,1.994,2.019,1.847,1.894,0.1
7/15/2016,1.904,2.039,1.883,1.997,-0.093
7/22/2016,2.01,2.05,1.879,1.895,0.115
7/29/2016,1.924,1.99,1.845,1.853,0.071
8/5/2016,1.856,1.979,1.82,1.898,-0.042
8/12/2016,1.964,2,1.852,1.903,0.061
8/19/2016,1.902,1.939,1.847,1.928,-0.026
8/26/2016,1.943,1.976,1.884,1.929,0.014
9/2/2016,1.975,1.985,1.871,1.908,0.067
9/9/2016,1.932,2.018,1.898,2.013,-0.081
9/16/2016,2.113,2.189,2.084,2.17,-0.057
9/23/2016,2.166,2.22,2.047,2.056,0.11
9/30/2016,2.057,2.057,1.967,1.977,0.08
10/7/2016,2.018,2.198,2.016,2.183,-0.165
10/14/2016,2.2,2.296,2.179,2.275,-0.075
10/21/2016,2.324,2.377,2.281,2.299,0.025
10/28/2016,2.3,2.402,2.258,2.383,-0.083
11/4/2016,2.355,2.4,2.295,2.339,0.016
11/11/2016,2.375,2.603,2.223,2.58,-0.205
11/18/2016,2.655,2.744,2.582,2.731,-0.076
11/25/2016,2.713,2.827,2.636,2.773,-0.06
12/2/2016,2.713,2.896,2.683,2.876,-0.163
12/9/2016,2.797,2.858,2.733,2.828,-0.031
12/16/2016,2.871,2.936,2.802,2.85,0.021
12/23/2016,2.871,2.9,2.83,2.883,-0.012
12/30/2016,2.894,2.894,2.757,2.773,0.121
1/6/2017,2.784,2.814,2.687,2.691,0.093
1/13/2017,2.751,2.776,2.674,2.703,0.048
1/20/2017,2.715,2.813,2.677,2.791,-0.076
1/27/2017,2.773,2.802,2.702,2.787,-0.014
2/3/2017,2.746,2.808,2.72,2.807,-0.061
2/10/2017,2.803,2.803,2.642,2.705,0.098
2/17/2017,2.727,2.833,2.712,2.817,-0.09
2/24/2017,2.799,2.854,2.735,2.743,0.056
3/3/2017,2.71,2.838,2.698,2.818,-0.108
3/10/2017,2.831,2.994,2.809,2.992,-0.161
3/17/2017,2.961,2.969,2.804,2.873,0.088
3/24/2017,2.834,2.835,2.746,2.767,0.067
3/31/2017,2.743,2.762,2.697,2.718,0.025
4/7/2017,2.695,2.743,2.52,2.54,0.155
4/14/2017,2.553,2.625,2.451,2.471,0.082
4/21/2017,2.545,2.568,2.448,2.559,-0.014
4/28/2017,2.543,2.667,2.543,2.586,-0.043
5/5/2017,2.572,2.692,2.571,2.659,-0.087
5/12/2017,2.692,2.722,2.636,2.637,0.055
5/19/2017,2.595,2.609,2.474,2.487,0.108
5/26/2017,2.499,2.512,2.413,2.413,0.086
6/2/2017,2.415,2.438,2.375,2.425,-0.01
6/9/2017,2.38,2.43,2.361,2.396,-0.016
