Date,Close,Open,High,Low,delta
13-Mar-11,3.514,3.617,3.665,3.445,0.117
6-Mar-11,3.631,3.723,3.789,3.602,0.088
27-Feb-11,3.719,3.704,3.823,3.671,-0.015
20-Feb-11,3.704,3.77,3.789,3.663,0.103
13-Feb-11,3.807,3.886,3.891,3.755,0.058
6-Feb-11,3.865,3.864,3.906,3.789,-0.048
30-Jan-11,3.817,3.66,3.846,3.638,-0.16
23-Jan-11,3.657,3.706,3.728,3.556,0.044
16-Jan-11,3.701,3.631,3.721,3.602,-0.085
9-Jan-11,3.616,3.508,3.661,3.474,-0.113
2-Jan-11,3.503,3.432,3.594,3.415,-0.108
26-Dec-10,3.395,3.568,3.606,3.392,0.115
19-Dec-10,3.51,3.525,3.543,3.466,0.049
12-Dec-10,3.559,3.549,3.66,3.497,-0.042
5-Dec-10,3.517,3.405,3.568,3.369,-0.101
28-Nov-10,3.416,3.373,3.458,3.215,-0.072
21-Nov-10,3.344,3.382,3.402,3.213,0.046
14-Nov-10,3.39,3.231,3.42,3.21,-0.186
7-Nov-10,3.204,2.955,3.22,2.95,-0.226
31-Oct-10,2.978,3.086,3.091,2.932,0.094
24-Oct-10,3.072,2.932,3.192,2.904,-0.119
17-Oct-10,2.953,2.931,3.031,2.901,-0.01
10-Oct-10,2.943,2.889,2.968,2.816,-0.069
3-Oct-10,2.874,2.936,3.001,2.858,0.09
26-Sep-10,2.964,3.014,3.041,2.892,0.084
19-Sep-10,3.048,3.146,3.193,2.925,0.072
12-Sep-10,3.12,3.128,3.187,3.031,0.006
5-Sep-10,3.126,2.988,3.15,2.889,-0.122
29-Aug-10,3.004,2.816,3.029,2.808,-0.1
22-Aug-10,2.904,2.986,2.997,2.79,0.067
15-Aug-10,2.971,3.116,3.124,2.96,0.152
8-Aug-10,3.123,3.229,3.279,3.106,0.105
1-Aug-10,3.228,3.34,3.374,3.212,0.104
25-Jul-10,3.332,3.448,3.537,3.311,0.099
18-Jul-10,3.431,3.326,3.456,3.297,-0.099
11-Jul-10,3.332,3.361,3.439,3.313,0.003
4-Jul-10,3.335,3.345,3.418,3.309,0.021
27-Jun-10,3.356,3.397,3.418,3.304,0.022
20-Jun-10,3.378,3.553,3.559,3.367,0.164
13-Jun-10,3.542,3.497,3.59,3.462,-0.071
6-Jun-10,3.471,3.507,3.597,3.443,0.028
30-May-10,3.499,3.527,3.622,3.489,0.089
23-May-10,3.588,3.557,3.629,3.432,-0.04
16-May-10,3.548,3.74,3.794,3.464,0.217
9-May-10,3.765,3.933,4.025,3.737,0.058
2-May-10,3.823,3.884,3.99,3.773,0.092
25-Apr-10,3.915,4.048,4.082,3.898,0.13
18-Apr-10,4.045,4.006,4.081,3.957,-0.059
11-Apr-10,3.986,4.07,4.088,3.973,0.062
4-Apr-10,4.048,3.988,4.076,3.967,-0.123
28-Mar-10,3.925,4.041,4.06,3.883,0.111
21-Mar-10,4.036,3.949,4.072,3.893,-0.086
14-Mar-10,3.95,4.093,4.104,3.927,0.149
7-Mar-10,4.099,4.08,4.181,4.028,-0.029
28-Feb-10,4.07,4.076,4.117,3.983,-0.031
21-Feb-10,4.039,4.278,4.305,4.012,0.24
14-Feb-10,4.279,4.055,4.287,4.022,-0.242
7-Feb-10,4.037,3.914,4.094,3.891,-0.144
31-Jan-10,3.893,3.889,3.96,3.839,0.013
24-Jan-10,3.906,3.921,3.993,3.833,0.013
17-Jan-10,3.919,3.935,4.057,3.871,0.025
10-Jan-10,3.944,4.077,4.094,3.912,0.125
3-Jan-10,4.069,4.071,4.116,3.93,-0.057
27-Dec-09,4.012,4.077,4.118,3.995,-0.017
20-Dec-09,3.995,3.792,4.029,3.782,-0.219
13-Dec-09,3.776,3.868,3.919,3.754,0.074
6-Dec-09,3.85,3.713,3.877,3.631,-0.146
29-Nov-09,3.704,3.519,3.73,3.495,-0.158
22-Nov-09,3.546,3.648,3.686,3.481,0.086
15-Nov-09,3.632,3.787,3.804,3.615,0.167
8-Nov-09,3.799,3.889,3.899,3.717,0.079
1-Nov-09,3.878,3.626,3.899,3.604,-0.263
25-Oct-09,3.615,3.703,3.732,3.572,0.054
18-Oct-09,3.669,3.606,3.773,3.538,-0.069
11-Oct-09,3.6,3.429,3.656,3.365,-0.153
4-Oct-09,3.447,3.431,3.459,3.351,-0.009
27-Sep-09,3.438,3.578,3.668,3.397,0.168
20-Sep-09,3.606,3.749,3.799,3.594,0.134
13-Sep-09,3.74,3.615,3.744,3.585,-0.133
6-Sep-09,3.607,3.653,3.769,3.6,0.003
30-Aug-09,3.61,3.539,3.696,3.516,-0.047
23-Aug-09,3.563,3.658,3.665,3.514,0.068
16-Aug-09,3.631,3.655,3.672,3.568,0.034
9-Aug-09,3.665,3.751,3.85,3.664,0.136
2-Aug-09,3.801,3.823,3.911,3.543,0.002
26-Jul-09,3.803,3.981,3.999,3.781,0.158
19-Jul-09,3.961,3.846,4.016,3.74,-0.155
12-Jul-09,3.806,3.714,3.848,3.653,-0.076
5-Jul-09,3.73,3.657,3.862,3.577,0.006
28-Jun-09,3.736,3.648,3.814,3.605,-0.053
21-Jun-09,3.683,3.777,3.793,3.67,0.119
14-Jun-09,3.802,3.902,3.957,3.734,0.178
7-Jun-09,3.98,3.87,4.087,3.681,-0.078
31-May-09,3.902,3.765,3.952,3.744,-0.166
24-May-09,3.736,3.69,3.853,3.655,-0.012
17-May-09,3.724,3.544,3.737,3.467,-0.194
10-May-09,3.53,3.677,3.703,3.445,0.199
3-May-09,3.729,3.555,3.769,3.533,-0.182
26-Apr-09,3.547,3.441,3.557,3.422,-0.061
19-Apr-09,3.486,3.33,3.564,3.186,-0.131
12-Apr-09,3.355,3.242,3.358,3.17,-0.059
5-Apr-09,3.296,3.444,3.485,3.286,0.128
29-Mar-09,3.424,3.204,3.429,3.091,-0.145
22-Mar-09,3.279,3.055,3.508,2.987,-0.254
15-Mar-09,3.025,2.962,3.122,2.951,-0.088
8-Mar-09,2.937,3.115,3.148,2.914,0.11
1-Mar-09,3.047,3.593,3.659,3.03,0.593
22-Feb-09,3.64,3.64,3.64,3.64,-0.227
15-Feb-09,3.413,3.413,3.413,3.413,0.138
8-Feb-09,3.551,3.551,3.551,3.551,0.193
1-Feb-09,3.744,3.744,3.744,3.744,-0.042
25-Jan-09,3.702,3.702,3.702,3.702,-0.03
18-Jan-09,3.672,3.672,3.672,3.672,-0.389
11-Jan-09,3.283,3.283,3.283,3.283,-0.15
4-Jan-09,3.133,3.133,3.133,3.133,-0.09
28-Dec-08,3.043,3.043,3.043,3.043,0.004
21-Dec-08,3.047,3.047,3.047,3.047,0.128
14-Dec-08,3.175,3.175,3.175,3.175,0.405
7-Dec-08,3.58,3.58,3.58,3.58,-0.167
