Date,Close,Open,High,Low,delta
29-Jul-12,1.771,1.757,1.787,1.665,-0.0240
22-Jul-12,1.747,1.584,1.776,1.565,-0.1340
15-Jul-12,1.613,1.633,1.662,1.596,0.0240
8-Jul-12,1.637,1.676,1.689,1.622,0.0520
1-Jul-12,1.689,1.701,1.75,1.666,0.0480
24-Jun-12,1.737,1.779,1.808,1.662,0.0720
17-Jun-12,1.809,1.754,1.811,1.686,-0.0860
10-Jun-12,1.723,1.845,1.872,1.718,0.0880
3-Jun-12,1.811,1.651,1.854,1.633,-0.1870
27-May-12,1.624,1.801,1.88,1.615,0.1770
20-May-12,1.801,1.923,1.949,1.796,0.0960
13-May-12,1.897,1.951,1.97,1.871,0.0710
6-May-12,1.968,1.99,2.034,1.925,0.0570
29-Apr-12,2.025,2.076,2.118,1.999,0.0670
22-Apr-12,2.092,2.04,2.154,2.007,-0.0290
15-Apr-12,2.063,1.985,2.116,1.97,-0.0770
8-Apr-12,1.986,2.131,2.17,1.964,0.1420
1-Apr-12,2.128,2.137,2.2,2.072,-0.0190
25-Mar-12,2.109,2.208,2.22,2.061,0.0750
18-Mar-12,2.184,2.243,2.303,2.151,0.0600
11-Mar-12,2.244,1.998,2.301,1.97,-0.2350
4-Mar-12,2.009,1.957,2.036,1.931,-0.0500
26-Feb-12,1.959,2.013,2.052,1.947,0.0640
19-Feb-12,2.023,2.065,2.114,2.015,0.0360
12-Feb-12,2.059,2.066,2.118,1.992,-0.0050
5-Feb-12,2.054,2.011,2.135,1.964,-0.0410
29-Jan-12,2.013,1.965,2.041,1.86,-0.0220
22-Jan-12,1.991,2.047,2.124,1.974,0.0710
15-Jan-12,2.062,1.923,2.07,1.895,-0.1360
8-Jan-12,1.926,1.944,1.995,1.898,0.0120
1-Jan-12,1.938,1.983,2.017,1.934,0.0060
25-Dec-11,1.944,2.01,2.019,1.928,0.0690
18-Dec-11,2.013,1.861,2.02,1.837,-0.1460
11-Dec-11,1.867,2.06,2.065,1.837,0.1970
4-Dec-11,2.064,2.14,2.171,1.978,0.0520
27-Nov-11,2.116,2.128,2.217,2.098,-0.0040
20-Nov-11,2.112,2.108,2.141,2.035,0.0200
13-Nov-11,2.132,2.165,2.176,2.075,0.0080
6-Nov-11,2.14,2.184,2.199,2.077,0.0230
30-Oct-11,2.163,2.394,2.415,2.096,0.2910
23-Oct-11,2.454,2.373,2.523,2.259,-0.0830
16-Oct-11,2.371,2.287,2.422,2.21,0.0320
9-Oct-11,2.403,2.317,2.429,2.209,-0.1630
2-Oct-11,2.24,2.132,2.307,2.062,-0.0830
25-Sep-11,2.157,2.058,2.311,2.058,-0.0800
18-Sep-11,2.077,2.274,2.322,2.007,0.2240
11-Sep-11,2.301,2.093,2.323,2.079,-0.1820
